,Supplier id,Supplier Name,Transno,Account,Description,Amount,Pay Date,Group,,,
INSERTED DETAIL,200502,Atkins Ltd  t/a Faithful Gould,50903335,R4409,Consultancy,3091.50,03/11/2015,Resources,,,
INSERTED DETAIL,200502,Atkins Ltd  t/a Faithful Gould,50913231,R4409,Consultancy,2040.39,06/11/2015,Resources,,,
INSERTED DETAIL,200502,Atkins Ltd  t/a Faithful Gould,50909991,R1101,Agency Staff Pay,5139.93,11/11/2015,Communities,,,
INSERTED DETAIL,200502,Atkins Ltd  t/a Faithful Gould,50911286,R1101,Agency Staff Pay,5761.41,11/11/2015,Communities,,,
INSERTED DETAIL,200502,Atkins Ltd  t/a Faithful Gould,50909960,R1101,Agency Staff Pay,8565.01,11/11/2015,Communities,,,
INSERTED DETAIL,200502,Atkins Ltd  t/a Faithful Gould,50911289,R1101,Agency Staff Pay,6074.45,11/11/2015,Communities,,,
INSERTED DETAIL,200502,Atkins Ltd  t/a Faithful Gould,50911288,R1101,Agency Staff Pay,3348.72,11/11/2015,Communities,,,
INSERTED DETAIL,200502,Atkins Ltd  t/a Faithful Gould,50909181,R1101,Agency Staff Pay,51543.49,11/11/2015,Communities,,,
INSERTED DETAIL,200502,Atkins Ltd  t/a Faithful Gould,50907780,R1101,Agency Staff Pay,6157.73,11/11/2015,Communities,,,
INSERTED DETAIL,200502,Atkins Ltd  t/a Faithful Gould,50906932,R1101,Agency Staff Pay,6310.80,11/11/2015,Communities,,,
INSERTED DETAIL,200502,Atkins Ltd  t/a Faithful Gould,50906933,R1101,Agency Staff Pay,12482.58,11/11/2015,Communities,,,
INSERTED DETAIL,200502,Atkins Ltd  t/a Faithful Gould,50915781,R4409,Consultancy,5200.00,12/11/2015,Communities,,,
INSERTED DETAIL,200502,Atkins Ltd  t/a Faithful Gould,50915248,R4409,Consultancy,5873.85,16/11/2015,Resources,,,
INSERTED DETAIL,200502,Atkins Ltd  t/a Faithful Gould,50900654,R5702,Payments to External Contractors,2244.00,16/11/2015,Communities,,,
INSERTED DETAIL,200502,Atkins Ltd  t/a Faithful Gould,50900655,R5702,Payments to External Contractors,6466.89,18/11/2015,Communities,,,
INSERTED DETAIL,200502,Atkins Ltd  t/a Faithful Gould,50915716,C1050,External Fees,20800.00,23/11/2015,Capital,,,
INSERTED DETAIL,200502,Atkins Ltd  t/a Faithful Gould,50925969,R5702,Payments to External Contractors,7230.00,24/11/2015,Communities,,,
INSERTED DETAIL,200502,Atkins Ltd  t/a Faithful Gould,50919958,R4409,Consultancy,14052.58,30/11/2015,Communities,,,
INSERTED DETAIL,200502,Atkins Ltd  t/a Faithful Gould,50929534,R1101,Agency Staff Pay,8816.32,30/11/2015,Communities,,,
INSERTED DETAIL,200505,ATS Euromaster Ltd,50925067,R3004,Repair & Maintenance Of Vehicles,5930.61,30/11/2015,Communities,,,
INSERTED DETAIL,221462,Aurelia Training Ltd,50909581,R1601,Training - External,2050.00,19/11/2015,People Group,,,
INSERTED DETAIL,999982,Austrey & Warton Scout Group,50922347,R5501,Grants to Organisations & Voluntary Bodies,1000.00,24/11/2015,Communities,,,
INSERTED DETAIL,200516,Austrey Pre School,50916100,R6106,Private Providers - Early Years Funding,4851.99,09/11/2015,People Group,,,
INSERTED DETAIL,200516,Austrey Pre School,50917927,R4606,Pre-School Teachers Flexible Payments,700.00,11/11/2015,People Group,,,
INSERTED DETAIL,200516,Austrey Pre School,50923469,R6106,Private Providers - Early Years Funding,1039.50,23/11/2015,People Group,,,
INSERTED DETAIL,100007,Autism West Midlands,50912911,R5806,Residential Care (Adults),8162.76,02/11/2015,People Group,,,
INSERTED DETAIL,100008,Autism West Midlands,50913039,R5806,Residential Care (Adults),4012.00,02/11/2015,People Group,,,
INSERTED DETAIL,100001,Autism West Midlands,50912912,R5806,Residential Care (Adults),4023.32,02/11/2015,People Group,,,
INSERTED DETAIL,100001,Autism West Midlands,50929201,R5806,Residential Care (Adults),4023.32,30/11/2015,People Group,,,
INSERTED DETAIL,100007,Autism West Midlands,50929200,R5806,Residential Care (Adults),8162.76,30/11/2015,People Group,,,
INSERTED DETAIL,100008,Autism West Midlands,50929373,R5806,Residential Care (Adults),4012.00,30/11/2015,People Group,,,
INSERTED DETAIL,200526,Avenue Lodge Guest House,50913244,R6104,Social Care - Section 17 Payments,2745.00,05/11/2015,People Group,,,
INSERTED DETAIL,100431,Avery Homes Nuneaton Ltd,50912897,R5806,Residential Care (Adults),2058.80,02/11/2015,People Group,,,
INSERTED DETAIL,100431,Avery Homes Nuneaton Ltd,50912897,R5806,Residential Care (Adults),10086.38,02/11/2015,People Group,,,
INSERTED DETAIL,100431,Avery Homes Nuneaton Ltd,50912897,R5806,Residential Care (Adults),17169.64,02/11/2015,People Group,,,
INSERTED DETAIL,100431,Avery Homes Nuneaton Ltd,50912897,R5806,Residential Care (Adults),1635.72,02/11/2015,People Group,,,
INSERTED DETAIL,100431,Avery Homes Nuneaton Ltd,50929180,R5806,Residential Care (Adults),3669.20,30/11/2015,People Group,,,
INSERTED DETAIL,100431,Avery Homes Nuneaton Ltd,50929180,R5806,Residential Care (Adults),1635.72,30/11/2015,People Group,,,
INSERTED DETAIL,100431,Avery Homes Nuneaton Ltd,50929180,R5806,Residential Care (Adults),-1470.58,30/11/2015,People Group,,,
INSERTED DETAIL,100431,Avery Homes Nuneaton Ltd,50929180,R5806,Residential Care (Adults),17169.64,30/11/2015,People Group,,,
INSERTED DETAIL,229010,Avon Navigation Trust,50904302,C1050,External Fees,17450.00,11/11/2015,Capital,,,
INSERTED DETAIL,227770,Avon Park Residential Care Home,50912913,R5806,Residential Care (Adults),2200.00,05/11/2015,People Group,,,
INSERTED DETAIL,213122,Avon Support Ltd,50916991,R5810,Adult Day Care,600.00,10/11/2015,People Group,,,
INSERTED DETAIL,213122,Avon Support Ltd,50916990,R5810,Adult Day Care,1542.24,10/11/2015,People Group,,,
INSERTED DETAIL,213122,Avon Support Ltd,50916989,R5810,Adult Day Care,673.20,10/11/2015,People Group,,,
INSERTED DETAIL,213122,Avon Support Ltd,50920402,R5810,Adult Day Care,1122.00,16/11/2015,People Group,,,
INSERTED DETAIL,213122,Avon Support Ltd,50920485,R5810,Adult Day Care,826.86,16/11/2015,People Group,,,
INSERTED DETAIL,213122,Avon Support Ltd,50920483,R5810,Adult Day Care,595.20,16/11/2015,People Group,,,
INSERTED DETAIL,213122,Avon Support Ltd,50920482,R5810,Adult Day Care,6143.20,16/11/2015,People Group,,,
INSERTED DETAIL,213122,Avon Support Ltd,50920480,R5810,Adult Day Care,799.68,16/11/2015,People Group,,,
INSERTED DETAIL,213122,Avon Support Ltd,50920479,R5810,Adult Day Care,1999.20,16/11/2015,People Group,,,
INSERTED DETAIL,213122,Avon Support Ltd,50920478,R5810,Adult Day Care,1122.00,16/11/2015,People Group,,,
INSERTED DETAIL,213122,Avon Support Ltd,50920406,R5810,Adult Day Care,706.86,16/11/2015,People Group,,,
INSERTED DETAIL,213122,Avon Support Ltd,50920404,R5810,Adult Day Care,1188.30,16/11/2015,People Group,,,
INSERTED DETAIL,213122,Avon Support Ltd,50920401,R5810,Adult Day Care,785.40,16/11/2015,People Group,,,
INSERTED DETAIL,213122,Avon Support Ltd,50920400,R5810,Adult Day Care,785.40,16/11/2015,People Group,,,
INSERTED DETAIL,213122,Avon Support Ltd,50925305,R5810,Adult Day Care,600.00,23/11/2015,People Group,,,
INSERTED DETAIL,213122,Avon Support Ltd,50925304,R5810,Adult Day Care,673.20,23/11/2015,People Group,,,
INSERTED DETAIL,213122,Avon Support Ltd,50925303,R5810,Adult Day Care,1542.24,23/11/2015,People Group,,,
INSERTED DETAIL,213122,Avon Support Ltd,50920609,R5810,Adult Day Care,-504.90,23/11/2015,People Group,,,
INSERTED DETAIL,213122,Avon Support Ltd,50926547,R5851,Supported Living,999.66,24/11/2015,People Group,,,
INSERTED DETAIL,213122,Avon Support Ltd,50926550,R5810,Adult Day Care,1402.50,24/11/2015,People Group,,,
INSERTED DETAIL,213122,Avon Support Ltd,50926553,R5810,Adult Day Care,2679.00,24/11/2015,People Group,,,
INSERTED DETAIL,213122,Avon Support Ltd,50926554,R5805,Homecare - External Domiciliary (Adults),7679.00,25/11/2015,People Group,,,
INSERTED DETAIL,213122,Avon Support Ltd,50926555,R5810,Adult Day Care,785.40,25/11/2015,People Group,,,
INSERTED DETAIL,213122,Avon Support Ltd,50926908,R5810,Adult Day Care,841.50,25/11/2015,People Group,,,
INSERTED DETAIL,213122,Avon Support Ltd,50926927,R5810,Adult Day Care,673.20,25/11/2015,People Group,,,
INSERTED DETAIL,213122,Avon Support Ltd,50926928,R5810,Adult Day Care,1402.50,25/11/2015,People Group,,,
INSERTED DETAIL,213122,Avon Support Ltd,50926942,R5810,Adult Day Care,2096.20,25/11/2015,People Group,,,
INSERTED DETAIL,213122,Avon Support Ltd,50926943,R5810,Adult Day Care,2499.00,25/11/2015,People Group,,,
INSERTED DETAIL,213122,Avon Support Ltd,50926931,R5805,Homecare - External Domiciliary (Adults),928.20,25/11/2015,People Group,,,
INSERTED DETAIL,213122,Avon Support Ltd,50926930,R5810,Adult Day Care,1122.00,25/11/2015,People Group,,,
INSERTED DETAIL,213122,Avon Support Ltd,50926951,R5810,Adult Day Care,561.00,25/11/2015,People Group,,,
INSERTED DETAIL,213122,Avon Support Ltd,50926940,R5810,Adult Day Care,2213.50,25/11/2015,People Group,,,
INSERTED DETAIL,213122,Avon Support Ltd,50926937,R5810,Adult Day Care,999.60,25/11/2015,People Group,,,
INSERTED DETAIL,213122,Avon Support Ltd,50926933,R5810,Adult Day Care,1402.50,25/11/2015,People Group,,,
INSERTED DETAIL,213122,Avon Support Ltd,50927049,R5810,Adult Day Care,744.00,25/11/2015,People Group,,,
INSERTED DETAIL,213122,Avon Support Ltd,50927048,R5805,Homecare - External Domiciliary (Adults),1035.30,25/11/2015,People Group,,,
INSERTED DETAIL,213122,Avon Support Ltd,50927047,R5810,Adult Day Care,841.50,25/11/2015,People Group,,,
INSERTED DETAIL,213122,Avon Support Ltd,50927043,R5810,Adult Day Care,1402.50,25/11/2015,People Group,,,
INSERTED DETAIL,213122,Avon Support Ltd,50927042,R5810,Adult Day Care,673.20,25/11/2015,People Group,,,
INSERTED DETAIL,213122,Avon Support Ltd,50927034,R5810,Adult Day Care,561.00,25/11/2015,People Group,,,
INSERTED DETAIL,213122,Avon Support Ltd,50926970,R5810,Adult Day Care,799.68,25/11/2015,People Group,,,
INSERTED DETAIL,213122,Avon Support Ltd,50926954,R5810,Adult Day Care,1642.20,25/11/2015,People Group,,,
INSERTED DETAIL,213122,Avon Support Ltd,50926953,R5810,Adult Day Care,1531.40,25/11/2015,People Group,,,
INSERTED DETAIL,200534,Avon Workshop Supplies,50918324,R4030,Materials,514.40,11/11/2015,Communities,,,
INSERTED DETAIL,216249,Avonside Health Centre,50915335,R5702,Payments to External Contractors,3255.44,05/11/2015,Communities,,,
INSERTED DETAIL,219087,Axonn Media Ltd,50922458,R4311,Publicity,3300.00,23/11/2015,Resources,,,
INSERTED DETAIL,213427,Aylesford School And Sixth Form College (Academy),50922185,R6107,SEN Statements Funding - Non-Maintained Schools,2665.00,18/11/2015,People Group,,,
INSERTED DETAIL,209620,B Line Plant Ltd,50913825,R4409,Consultancy,1210.00,05/11/2015,Communities,,,
INSERTED DETAIL,209620,B Line Plant Ltd,50917192,R4409,Consultancy,1910.00,16/11/2015,Communities,,,
INSERTED DETAIL,209620,B Line Plant Ltd,50913551,R4409,Consultancy,1750.00,23/11/2015,Communities,,,
INSERTED DETAIL,209620,B Line Plant Ltd,50917397,R4038,Plant & Tools,1980.00,26/11/2015,Communities,,,
INSERTED DETAIL,209620,B Line Plant Ltd,50921537,R4038,Plant & Tools,1260.00,30/11/2015,Communities,,,
INSERTED DETAIL,229574,B.B.Fencing Ltd,50914832,R5702,Payments to External Contractors,9560.00,27/11/2015,Communities,,,
INSERTED DETAIL,200575,Baddesley and Grendon Pre/School - Playgroup,50916101,R6106,Private Providers - Early Years Funding,4718.53,09/11/2015,People Group,,,
INSERTED DETAIL,200575,Baddesley and Grendon Pre/School - Playgroup,50923470,R6106,Private Providers - Early Years Funding,5123.25,23/11/2015,People Group,,,
INSERTED DETAIL,200576,Badenoch & Clark,50910511,R1101,Agency Staff Pay,2135.00,05/11/2015,Resources,,,
INSERTED DETAIL,200576,Badenoch & Clark,50919727,R1101,Agency Staff Pay,9568.00,17/11/2015,Resources,,,
INSERTED DETAIL,200576,Badenoch & Clark,50920855,R1101,Agency Staff Pay,4814.39,17/11/2015,Resources,,,
INSERTED DETAIL,200576,Badenoch & Clark,50919728,R1101,Agency Staff Pay,2503.62,17/11/2015,Resources,,,
INSERTED DETAIL,200576,Badenoch & Clark,50915277,R1101,Agency Staff Pay,2135.00,19/11/2015,Resources,,,
INSERTED DETAIL,200576,Badenoch & Clark,50915276,R1101,Agency Staff Pay,2135.00,19/11/2015,Resources,,,
INSERTED DETAIL,200576,Badenoch & Clark,50915278,R1101,Agency Staff Pay,2135.00,19/11/2015,Resources,,,
INSERTED DETAIL,200576,Badenoch & Clark,50914691,R1101,Agency Staff Pay,2715.00,19/11/2015,Resources,,,
INSERTED DETAIL,200576,Badenoch & Clark,50914692,R1101,Agency Staff Pay,1629.00,19/11/2015,Resources,,,
INSERTED DETAIL,200576,Badenoch & Clark,50914893,R1101,Agency Staff Pay,2715.00,19/11/2015,People Group,,,
INSERTED DETAIL,200576,Badenoch & Clark,50915275,R1101,Agency Staff Pay,2135.00,19/11/2015,Resources,,,
INSERTED DETAIL,200576,Badenoch & Clark,50919214,R1101,Agency Staff Pay,2602.89,27/11/2015,Resources,,,
INSERTED DETAIL,200576,Badenoch & Clark,50920851,R1101,Agency Staff Pay,2135.00,27/11/2015,Resources,,,
INSERTED DETAIL,200576,Badenoch & Clark,50919742,R1101,Agency Staff Pay,5096.93,27/11/2015,Resources,,,
INSERTED DETAIL,200576,Badenoch & Clark,50920856,R1101,Agency Staff Pay,5133.05,27/11/2015,Resources,,,
INSERTED DETAIL,200576,Badenoch & Clark,50917124,R4443,Professional Fees Admin,1129.24,27/11/2015,Resources,,,
INSERTED DETAIL,200576,Badenoch & Clark,50915279,R1101,Agency Staff Pay,2715.00,27/11/2015,People Group,,,
INSERTED DETAIL,200589,Balfour Beatty Living Places Ltd (****2460),50917726,R5707,Highways Maintenance Contract,2977972.35,11/11/2015,Communities,,,
INSERTED DETAIL,200589,Balfour Beatty Living Places Ltd (****2460),50917725,R5707,Highways Maintenance Contract,382991.43,11/11/2015,Communities,,,
INSERTED DETAIL,221758,Baltimore Care Ltd,50912915,R5806,Residential Care (Adults),2388.00,02/11/2015,People Group,,,
INSERTED DETAIL,200593,Bambini Childcare Ltd,50916102,R6106,Private Providers - Early Years Funding,3091.32,09/11/2015,People Group,,,
INSERTED DETAIL,200593,Bambini Childcare Ltd,50923471,R6106,Private Providers - Early Years Funding,4881.29,23/11/2015,People Group,,,
INSERTED DETAIL,200594,Banana Moon Day Nursery (Grove House),50916273,R6106,Private Providers - Early Years Funding,6136.82,09/11/2015,People Group,,,
INSERTED DETAIL,200594,Banana Moon Day Nursery (Grove House),50923994,R6106,Private Providers - Early Years Funding,1707.75,23/11/2015,People Group,,,
INSERTED DETAIL,226306,Banana Moon Day Nursery (Harbury),50916186,R6106,Private Providers - Early Years Funding,4403.24,09/11/2015,People Group,,,
INSERTED DETAIL,226306,Banana Moon Day Nursery (Harbury),50923558,R6106,Private Providers - Early Years Funding,1039.50,23/11/2015,People Group,,,
INSERTED DETAIL,100252,Bancroft Gardens,50912811,R5806,Residential Care (Adults),2177.68,02/11/2015,People Group,,,
INSERTED DETAIL,100252,Bancroft Gardens,50912811,R5806,Residential Care (Adults),4832.08,02/11/2015,People Group,,,
INSERTED DETAIL,100252,Bancroft Gardens,50929204,R5806,Residential Care (Adults),2177.68,30/11/2015,People Group,,,
INSERTED DETAIL,100252,Bancroft Gardens,50929204,R5806,Residential Care (Adults),4832.08,30/11/2015,People Group,,,
INSERTED DETAIL,100252,Bancroft Gardens,50929204,R5806,Residential Care (Adults),4339.29,30/11/2015,People Group,,,
INSERTED DETAIL,100252,Bancroft Gardens,50929204,R5806,Residential Care (Adults),24396.43,30/11/2015,People Group,,,
INSERTED DETAIL,100015,Barchester Healthcare Homes Ltd T/A Cherry Trees Care Centre,50912945,R5806,Residential Care (Adults),5007.88,02/11/2015,People Group,,,
INSERTED DETAIL,100015,Barchester Healthcare Homes Ltd T/A Cherry Trees Care Centre,50912945,R5806,Residential Care (Adults),7218.80,02/11/2015,People Group,,,
INSERTED DETAIL,100015,Barchester Healthcare Homes Ltd T/A Cherry Trees Care Centre,50912945,R5806,Residential Care (Adults),1817.96,02/11/2015,People Group,,,
INSERTED DETAIL,100015,Barchester Healthcare Homes Ltd T/A Cherry Trees Care Centre,50912945,R5806,Residential Care (Adults),17075.08,02/11/2015,People Group,,,
INSERTED DETAIL,100015,Barchester Healthcare Homes Ltd T/A Cherry Trees Care Centre,50929241,R5806,Residential Care (Adults),1817.96,30/11/2015,People Group,,,
INSERTED DETAIL,100015,Barchester Healthcare Homes Ltd T/A Cherry Trees Care Centre,50929241,R5806,Residential Care (Adults),17075.08,30/11/2015,People Group,,,
INSERTED DETAIL,100015,Barchester Healthcare Homes Ltd T/A Cherry Trees Care Centre,50929241,R5806,Residential Care (Adults),12350.11,30/11/2015,People Group,,,
INSERTED DETAIL,100015,Barchester Healthcare Homes Ltd T/A Cherry Trees Care Centre,50929241,R5806,Residential Care (Adults),18053.02,30/11/2015,People Group,,,
INSERTED DETAIL,100015,Barchester Healthcare Homes Ltd T/A Cherry Trees Care Centre,50929241,R5806,Residential Care (Adults),7218.80,30/11/2015,People Group,,,
INSERTED DETAIL,100057,Barchester Healthcare Ltd - Overslade House (****7129),50913043,R5806,Residential Care (Adults),10089.43,02/11/2015,People Group,,,
INSERTED DETAIL,100057,Barchester Healthcare Ltd - Overslade House (****7129),50913043,R5806,Residential Care (Adults),2960.44,02/11/2015,People Group,,,
INSERTED DETAIL,100057,Barchester Healthcare Ltd - Overslade House (****7129),50913043,R5806,Residential Care (Adults),7410.24,02/11/2015,People Group,,,
INSERTED DETAIL,100057,Barchester Healthcare Ltd - Overslade House (****7129),50913043,R5806,Residential Care (Adults),2710.36,02/11/2015,People Group,,,
INSERTED DETAIL,100057,Barchester Healthcare Ltd - Overslade House (****7129),50912366,R5810,Adult Day Care,540.00,02/11/2015,People Group,,,
INSERTED DETAIL,100057,Barchester Healthcare Ltd - Overslade House (****7129),50929381,R5806,Residential Care (Adults),2710.36,30/11/2015,People Group,,,
INSERTED DETAIL,100057,Barchester Healthcare Ltd - Overslade House (****7129),50929381,R5806,Residential Care (Adults),2960.44,30/11/2015,People Group,,,
INSERTED DETAIL,100057,Barchester Healthcare Ltd - Overslade House (****7129),50929381,R5806,Residential Care (Adults),6481.62,30/11/2015,People Group,,,
INSERTED DETAIL,219023,Barchester Healthcare Ltd (Harper Fields),50912982,R5806,Residential Care (Adults),3952.00,02/11/2015,People Group,,,
INSERTED DETAIL,219023,Barchester Healthcare Ltd (Harper Fields),50929295,R5806,Residential Care (Adults),3952.00,30/11/2015,People Group,,,
INSERTED DETAIL,100021,Barchester Healthcare Ltd T/A Cubbington Mill Care Home,50912954,R5806,Residential Care (Adults),1813.68,02/11/2015,People Group,,,
INSERTED DETAIL,100021,Barchester Healthcare Ltd T/A Cubbington Mill Care Home,50912954,R5806,Residential Care (Adults),3627.36,02/11/2015,People Group,,,
INSERTED DETAIL,100021,Barchester Healthcare Ltd T/A Cubbington Mill Care Home,50912954,R5806,Residential Care (Adults),5927.36,02/11/2015,People Group,,,
