Supplier ID,Supplier Name,Transno,Account,Description,Amount,Pay Date,Group,,,,
213122,Avon Support Ltd,50813014,R5811,Adult Day Care - BLOCK CONTRACTS ONLY,1065.90,27/04/2015,People Group,,,,
213122,Avon Support Ltd,50813016,R5811,Adult Day Care - BLOCK CONTRACTS ONLY,1065.90,27/04/2015,People Group,,,,
213122,Avon Support Ltd,50813017,R5811,Adult Day Care - BLOCK CONTRACTS ONLY,1899.24,27/04/2015,People Group,,,,
213122,Avon Support Ltd,50813244,R5811,Adult Day Care - BLOCK CONTRACTS ONLY,673.20,27/04/2015,People Group,,,,
213122,Avon Support Ltd,50813248,R5811,Adult Day Care - BLOCK CONTRACTS ONLY,799.68,27/04/2015,People Group,,,,
213122,Avon Support Ltd,50813250,R5811,Adult Day Care - BLOCK CONTRACTS ONLY,673.20,27/04/2015,People Group,,,,
213122,Avon Support Ltd,50813251,R5811,Adult Day Care - BLOCK CONTRACTS ONLY,1225.12,27/04/2015,People Group,,,,
200534,Avon Workshop Supplies,50807763,R4030,Materials,504.45,16/04/2015,Communities,,,,
216249,Avonside Health Centre,50814103,R5702,Payments to External Contractors,1917.05,29/04/2015,Communities,,,,
216249,Avonside Health Centre,50814104,R5702,Payments to External Contractors,2098.32,29/04/2015,Communities,,,,
216249,Avonside Health Centre,50815316,R5702,Payments to External Contractors,2833.27,29/04/2015,Communities,,,,
200538,Axiell Ltd,50812433,R4512,Software,3814.35,29/04/2015,Communities,,,,
219087,Axonn Media Ltd,50787986,R4311,Publicity,3009.89,01/04/2015,Resources,,,,
213427,Aylesford School And Sixth Form College (Academy),50795670,R4409,Consultancy,1500.00,15/04/2015,People Group,,,,
213427,Aylesford School And Sixth Form College (Academy),50811934,R6107,SEN Statements Funding - Non-Maintained Schools,2665.00,22/04/2015,People Group,,,,
227402,Badby Park Ltd,50809941,R5806,Residential Care (Adults),5447.20,20/04/2015,People Group,,,,
200575,Baddesley and Grendon Pre/School - Playgroup,50791306,R6106,Private Providers - Early Years Funding,12085.87,13/04/2015,People Group,,,,
200575,Baddesley and Grendon Pre/School - Playgroup,50811123,R6106,Private Providers - Early Years Funding,3861.00,27/04/2015,People Group,,,,
200576,Badenoch & Clark,50800083,R1101,Agency Staff Pay,1750.00,01/04/2015,Resources,,,,
200576,Badenoch & Clark,50800304,R1101,Agency Staff Pay,2715.00,02/04/2015,Resources,,,,
200576,Badenoch & Clark,50800305,R1101,Agency Staff Pay,1629.00,02/04/2015,Resources,,,,
200576,Badenoch & Clark,50802194,R1101,Agency Staff Pay,2200.00,14/04/2015,People Group,,,,
200576,Badenoch & Clark,50802232,R1101,Agency Staff Pay,4978.03,08/04/2015,Resources,,,,
200576,Badenoch & Clark,50802287,R1101,Agency Staff Pay,2715.00,02/04/2015,Resources,,,,
200576,Badenoch & Clark,50803395,R1101,Agency Staff Pay,2200.00,14/04/2015,People Group,,,,
200576,Badenoch & Clark,50804893,R1101,Agency Staff Pay,6660.00,13/04/2015,Resources,,,,
200576,Badenoch & Clark,50804894,R1101,Agency Staff Pay,1216.88,13/04/2015,Resources,,,,
200576,Badenoch & Clark,50804895,R1101,Agency Staff Pay,1825.00,13/04/2015,Resources,,,,
200576,Badenoch & Clark,50808949,R1101,Agency Staff Pay,2715.00,21/04/2015,Resources,,,,
227911,Badenoch & Clark,50809896,R1101,Agency Staff Pay,1400.00,09/04/2015,Resources,,,,
200576,Badenoch & Clark,50811064,R1101,Agency Staff Pay,2930.00,24/04/2015,People Group,,,,
200576,Badenoch & Clark,50811065,R1101,Agency Staff Pay,2344.00,24/04/2015,People Group,,,,
200576,Badenoch & Clark,50812210,R1101,Agency Staff Pay,1117.66,27/04/2015,Resources,,,,
200576,Badenoch & Clark,50812211,R1101,Agency Staff Pay,4929.81,27/04/2015,Resources,,,,
200576,Badenoch & Clark,50813329,R1101,Agency Staff Pay,2172.00,16/04/2015,People Group,,,,
200576,Badenoch & Clark,50813330,R1101,Agency Staff Pay,2715.00,28/04/2015,People Group,,,,
200576,Badenoch & Clark,50813331,R1101,Agency Staff Pay,2715.00,28/04/2015,People Group,,,,
200576,Badenoch & Clark,50813332,R1101,Agency Staff Pay,2172.00,28/04/2015,People Group,,,,
200576,Badenoch & Clark,50813594,R1101,Agency Staff Pay,2637.00,30/04/2015,People Group,,,,
200576,Badenoch & Clark,50814665,R1101,Agency Staff Pay,1650.00,29/04/2015,People Group,,,,
200576,Badenoch & Clark,50814666,R1101,Agency Staff Pay,1925.00,29/04/2015,People Group,,,,
200589,Balfour Beatty Living Places Ltd (****2460),50811639,R5707,Highways Maintenance Contract,3674558.71,22/04/2015,Communities,,,,
200589,Balfour Beatty Living Places Ltd (****2460),50811657,R5707,Highways Maintenance Contract,1555.52,22/04/2015,Communities,,,,
221758,Baltimore Care Ltd,50809942,R5806,Residential Care (Adults),2723.28,20/04/2015,People Group,,,,
200593,Bambini Childcare Ltd,50791307,R6106,Private Providers - Early Years Funding,30170.56,13/04/2015,People Group,,,,
200593,Bambini Childcare Ltd,50811124,R6106,Private Providers - Early Years Funding,3861.00,27/04/2015,People Group,,,,
200594,Banana Moon Day Nursery (Grove House),50791308,R6106,Private Providers - Early Years Funding,14614.78,13/04/2015,People Group,,,,
200594,Banana Moon Day Nursery (Grove House),50811125,R6106,Private Providers - Early Years Funding,4343.63,27/04/2015,People Group,,,,
226306,Banana Moon Day Nursery (Harbury),50791541,R6106,Private Providers - Early Years Funding,5293.08,13/04/2015,People Group,,,,
100252,Bancroft Gardens,50809943,R5806,Residential Care (Adults),2177.68,20/04/2015,People Group,,,,
100252,Bancroft Gardens,50809943,R5806,Residential Care (Adults),2432.08,20/04/2015,People Group,,,,
225606,Barbara's Childminding,50791538,R6106,Private Providers - Early Years Funding,882.18,13/04/2015,People Group,,,,
100015,Barchester Healthcare Homes Ltd T/A Cherry Trees Care Centre,50809981,R5806,Residential Care (Adults),5007.88,20/04/2015,People Group,,,,
100015,Barchester Healthcare Homes Ltd T/A Cherry Trees Care Centre,50809981,R5806,Residential Care (Adults),13785.91,20/04/2015,People Group,,,,
100015,Barchester Healthcare Homes Ltd T/A Cherry Trees Care Centre,50809981,R5806,Residential Care (Adults),2560.84,20/04/2015,People Group,,,,
100015,Barchester Healthcare Homes Ltd T/A Cherry Trees Care Centre,50809981,R5806,Residential Care (Adults),2985.81,20/04/2015,People Group,,,,
100209,Barchester Healthcare Ltd - Dudwell St Mary Care Home,50810001,R5806,Residential Care (Adults),1705.52,20/04/2015,People Group,,,,
100057,Barchester Healthcare Ltd - Overslade House (****7129),50810128,R5806,Residential Care (Adults),12360.84,20/04/2015,People Group,,,,
100057,Barchester Healthcare Ltd - Overslade House (****7129),50810128,R5806,Residential Care (Adults),2710.36,20/04/2015,People Group,,,,
100021,Barchester Healthcare Ltd T/A Cubbington Mill Care Home,50809992,R5806,Residential Care (Adults),1946.64,20/04/2015,People Group,,,,
100021,Barchester Healthcare Ltd T/A Cubbington Mill Care Home,50809992,R5806,Residential Care (Adults),5927.36,20/04/2015,People Group,,,,
100021,Barchester Healthcare Ltd T/A Cubbington Mill Care Home,50809992,R5806,Residential Care (Adults),1670.82,20/04/2015,People Group,,,,
200613,Barnardo Services Ltd (****6716),50791312,R6106,Private Providers - Early Years Funding,882.18,13/04/2015,People Group,,,,
200613,Barnardo Services Ltd (****6716),50792574,R6106,Private Providers - Early Years Funding,9262.89,13/04/2015,People Group,,,,
200613,Barnardo Services Ltd (****6716),50806703,R4612,Projects,146831.00,17/04/2015,People Group,,,,
200613,Barnardo Services Ltd (****6716),50806704,R4612,Projects,80569.00,17/04/2015,People Group,,,,
200613,Barnardo Services Ltd (****6716),50806705,R4612,Projects,193946.00,17/04/2015,People Group,,,,
200613,Barnardo Services Ltd (****6716),50806706,R4612,Projects,200778.00,17/04/2015,People Group,,,,
200613,Barnardo Services Ltd (****6716),50806707,R4612,Projects,52468.00,17/04/2015,People Group,,,,
200613,Barnardo Services Ltd (****6716),50806708,R4612,Projects,144092.00,17/04/2015,People Group,,,,
200613,Barnardo Services Ltd (****6716),50806709,R4612,Projects,59171.00,17/04/2015,People Group,,,,
200613,Barnardo Services Ltd (****6716),50807932,R6106,Private Providers - Early Years Funding,2791.80,16/04/2015,People Group,,,,
200613,Barnardo Services Ltd (****6716),50808108,R5801,Other Child Care,36478.25,20/04/2015,People Group,,,,
200613,Barnardo Services Ltd (****6716),50809070,R2103,Electricity,2773.35,17/04/2015,People Group,,,,
200613,Barnardo Services Ltd (****6716),50811127,R6106,Private Providers - Early Years Funding,3378.38,27/04/2015,People Group,,,,
200613,Barnardo Services Ltd (****6716),50811128,R6106,Private Providers - Early Years Funding,3378.38,27/04/2015,People Group,,,,
200613,Barnardo Services Ltd (****6716),50811129,R6106,Private Providers - Early Years Funding,2895.75,27/04/2015,People Group,,,,
200613,Barnardo Services Ltd (****6716),50811130,R6106,Private Providers - Early Years Funding,3378.38,27/04/2015,People Group,,,,
200613,Barnardo Services Ltd (****6716),50811131,R6106,Private Providers - Early Years Funding,2413.13,27/04/2015,People Group,,,,
200613,Barnardo Services Ltd (****6716),50811132,R6106,Private Providers - Early Years Funding,2220.08,27/04/2015,People Group,,,,
200613,Barnardo Services Ltd (****6716),50811133,R6106,Private Providers - Early Years Funding,3378.38,27/04/2015,People Group,,,,
200613,Barnardo Services Ltd (****6716),50811134,R6106,Private Providers - Early Years Funding,3378.38,27/04/2015,People Group,,,,
200613,Barnardo Services Ltd (****6716),50811135,R6106,Private Providers - Early Years Funding,6274.13,27/04/2015,People Group,,,,
200613,Barnardo Services Ltd (****6716),50811136,R6106,Private Providers - Early Years Funding,2509.65,27/04/2015,People Group,,,,
200613,Barnardo Services Ltd (****6716),50811137,R6106,Private Providers - Early Years Funding,2413.13,27/04/2015,People Group,,,,
200613,Barnardo Services Ltd (****6716),50811138,R6106,Private Providers - Early Years Funding,7239.38,27/04/2015,People Group,,,,
200613,Barnardo Services Ltd (****6716),50811139,R6106,Private Providers - Early Years Funding,5308.88,27/04/2015,People Group,,,,
200613,Barnardo Services Ltd (****6716),50811140,R6106,Private Providers - Early Years Funding,1158.30,27/04/2015,People Group,,,,
200613,Barnardo Services Ltd (****6716),50811141,R6106,Private Providers - Early Years Funding,7239.38,27/04/2015,People Group,,,,
200612,Barnardo's (****9215),50800139,R5822,Foster Care Payments - External,3400.00,02/04/2015,People Group,,,,
200612,Barnardo's (****9215),50804949,R5822,Foster Care Payments - External,4071.43,16/04/2015,People Group,,,,
200612,Barnardo's (****9215),50804966,R5822,Foster Care Payments - External,4392.86,17/04/2015,People Group,,,,
200612,Barnardo's (****9215),50804967,R5822,Foster Care Payments - External,3642.86,17/04/2015,People Group,,,,
200612,Barnardo's (****9215),50812334,R5822,Foster Care Payments - External,3985.71,24/04/2015,People Group,,,,
200619,Barnfield Care Agency,50809729,R5805,Homecare - External Domiciliary (Adults),685.68,21/04/2015,People Group,,,,
200619,Barnfield Care Agency,50809730,R5805,Homecare - External Domiciliary (Adults),747.06,21/04/2015,People Group,,,,
200619,Barnfield Care Agency,50809731,R5805,Homecare - External Domiciliary (Adults),514.26,21/04/2015,People Group,,,,
200619,Barnfield Care Agency,50809732,R5805,Homecare - External Domiciliary (Adults),514.26,21/04/2015,People Group,,,,
200619,Barnfield Care Agency,50809733,R5805,Homecare - External Domiciliary (Adults),568.47,21/04/2015,People Group,,,,
200619,Barnfield Care Agency,50809734,R5805,Homecare - External Domiciliary (Adults),757.89,21/04/2015,People Group,,,,
200619,Barnfield Care Agency,50809847,R5805,Homecare - External Domiciliary (Adults),676.68,21/04/2015,People Group,,,,
200619,Barnfield Care Agency,50815360,R5805,Homecare - External Domiciliary (Adults),1044.78,29/04/2015,People Group,,,,
200619,Barnfield Care Agency,50815361,R5805,Homecare - External Domiciliary (Adults),1393.04,29/04/2015,People Group,,,,
,BARRACUDA NETWORKS,P-Card,,,748.00,16/04/2015,,,,,
226214,Barr's Hill School & Community College,50795451,R6107,SEN Statements Funding - Non-Maintained Schools,1018.00,10/04/2015,People Group,,,,
228129,Barry Bros Security Services,50787855,R2010,Security Services,8911.00,22/04/2015,Resources,,,,
200634,Bawnmore Preschool,50791313,R6106,Private Providers - Early Years Funding,6792.79,13/04/2015,People Group,,,,
200655,Bedworth Rugby and Nuneaton Cab,50803282,R5501,Grants to Organisations & Voluntary Bodies,180000.00,30/04/2015,Communities,,,,
200655,Bedworth Rugby and Nuneaton Cab,50805979,R5501,Grants to Organisations & Voluntary Bodies,23000.00,16/04/2015,Communities,,,,
223232,Beech Hill Grange Ltd,50809948,R5806,Residential Care (Adults),3466.28,20/04/2015,People Group,,,,
221170,"Beech Tree Medical Practice M84065 - Drs Ahluwalia, T Balasubramaniam",50815331,R5702,Payments to External Contractors,787.94,29/04/2015,Communities,,,,
200656,Beechwood Childcare Ltd,50791314,R6106,Private Providers - Early Years Funding,8704.18,13/04/2015,People Group,,,,
200656,Beechwood Childcare Ltd,50811142,R6106,Private Providers - Early Years Funding,1930.50,27/04/2015,People Group,,,,
100009,Beechwood Gardens,50809950,R5806,Residential Care (Adults),5090.51,20/04/2015,People Group,,,,
210711,Beehive Day Nursery Barford,50791506,R6106,Private Providers - Early Years Funding,13585.57,13/04/2015,People Group,,,,
210711,Beehive Day Nursery Barford,50791507,R6106,Private Providers - Early Years Funding,22583.81,13/04/2015,People Group,,,,
200657,Beehive Day Nursery Rugby,50791315,R6106,Private Providers - Early Years Funding,15202.90,13/04/2015,People Group,,,,
200657,Beehive Day Nursery Rugby,50811143,R6106,Private Providers - Early Years Funding,3861.00,27/04/2015,People Group,,,,
100255,BEN - Motor and Allied Trades Benevolent Fu,50810218,R5806,Residential Care (Adults),5363.12,20/04/2015,People Group,,,,
100255,BEN - Motor and Allied Trades Benevolent Fu,50810218,R5806,Residential Care (Adults),4216.52,20/04/2015,People Group,,,,
100255,BEN - Motor and Allied Trades Benevolent Fu,50810218,R5806,Residential Care (Adults),11283.04,20/04/2015,People Group,,,,
222151,Benham Publishing Ltd,50808733,R4302,Advertising Promotional Events & Goods,600.00,21/04/2015,Communities,,,,
220806,Bennetts Castle Ltd,50809951,R5806,Residential Care (Adults),1852.00,20/04/2015,People Group,,,,
215921,Bennfield Surgery,50814098,R5702,Payments to External Contractors,2010.89,29/04/2015,Communities,,,,
100010,Bentley House Ltd (Care Centre),50809952,R5806,Residential Care (Adults),2032.64,20/04/2015,People Group,,,,
100010,Bentley House Ltd (Care Centre),50809952,R5806,Residential Care (Adults),1859.04,20/04/2015,People Group,,,,
100010,Bentley House Ltd (Care Centre),50809952,R5806,Residential Care (Adults),5025.93,20/04/2015,People Group,,,,
100010,Bentley House Ltd (Care Centre),50809952,R5806,Residential Care (Adults),9225.76,20/04/2015,People Group,,,,
100010,Bentley House Ltd (Care Centre),50809952,R5806,Residential Care (Adults),12056.95,20/04/2015,People Group,,,,
216958,Bentley International Ltd,50788036,R4029,Licences (Incl Tv),634.48,01/04/2015,Resources,,,,
216958,Bentley International Ltd,50803841,R4512,Software,110897.89,09/04/2015,Communities,,,,
216958,Bentley International Ltd,50803843,R4409,Consultancy,-62353.00,09/04/2015,Communities,,,,
100256,Benvarden Retirement Home,50809953,R5806,Residential Care (Adults),1832.04,20/04/2015,People Group,,,,
100256,Benvarden Retirement Home,50809953,R5806,Residential Care (Adults),1832.04,20/04/2015,People Group,,,,
228133,Bernhards Landscapes Ltd,50804315,R2751,Grounds Maintenance Non Contract,3068.65,24/04/2015,Communities,,,,
100391,Be-Smart,50809945,R5806,Residential Care (Adults),4795.56,20/04/2015,People Group,,,,
212161,BFC Networks,50802360,R4512,Software,3500.00,24/04/2015,Resources,,,,
,Bibby Factors Leicester Limited,CHAPS,R5805,Homecare - External Domiciliary (Adults)," 47,000.00 ",21/04/2015,People Group - Social Care & Support,,,,
202881,Bibliotheca Ltd,50814186,R4058,Books,770.14,28/04/2015,Resources,,,,
228167,BID Leamington Ltd,50803664,R4701,Grants To External Organisations,5000.00,30/04/2015,Communities,,,,
221218,Bidford Health Centre,50814159,R5702,Payments to External Contractors,583.45,29/04/2015,Communities,,,,
221218,Bidford Health Centre,50814160,R5702,Payments to External Contractors,2273.18,29/04/2015,Communities,,,,
221218,Bidford Health Centre,50814161,R5702,Payments to External Contractors,539.05,29/04/2015,Communities,,,,
221218,Bidford Health Centre,50815340,R5702,Payments to External Contractors,2234.91,29/04/2015,Communities,,,,
210919,Biffa Municipal Ltd (****2821),50801045,R5206,Excess / Bulk haulage,4760.12,02/04/2015,Communities,,,,
210919,Biffa Municipal Ltd (****2821),50801046,R5206,Excess / Bulk haulage,1721.41,02/04/2015,Communities,,,,
210919,Biffa Municipal Ltd (****2821),50801047,R5206,Excess / Bulk haulage,2430.99,02/04/2015,Communities,,,,
210919,Biffa Municipal Ltd (****2821),50801048,R5206,Excess / Bulk haulage,4586.73,02/04/2015,Communities,,,,
210919,Biffa Municipal Ltd (****2821),50801117,R5206,Excess / Bulk haulage,9758.84,01/04/2015,Communities,,,,
210919,Biffa Municipal Ltd (****2821),50801118,R5206,Excess / Bulk haulage,1988.11,01/04/2015,Communities,,,,
210919,Biffa Municipal Ltd (****2821),50801119,R5206,Excess / Bulk haulage,4196.12,24/04/2015,Communities,,,,
210919,Biffa Municipal Ltd (****2821),50801120,R5206,Excess / Bulk haulage,2580.54,24/04/2015,Communities,,,,
210919,Biffa Municipal Ltd (****2821),50801121,R5206,Excess / Bulk haulage,2090.44,24/04/2015,Communities,,,,
210919,Biffa Municipal Ltd (****2821),50801122,R5206,Excess / Bulk haulage,4697.56,24/04/2015,Communities,,,,
210919,Biffa Municipal Ltd (****2821),50801123,R5206,Excess / Bulk haulage,9097.37,24/04/2015,Communities,,,,
210919,Biffa Municipal Ltd (****2821),50801124,R5206,Excess / Bulk haulage,1578.73,24/04/2015,Communities,,,,
210919,Biffa Municipal Ltd (****2821),50801125,R5206,Excess / Bulk haulage,1392.00,17/04/2015,Communities,,,,
