Supplier ID,Supplier Name,Transno,Account,Description,Amount,Pay Date,Group,,,,,,
100015,Barchester Healthcare Homes Ltd T/A Cherry Trees Care Centre,51298885,R5806,Residential Care,3358.04,19/10/2017,People Group,,,,,,
100015,Barchester Healthcare Homes Ltd T/A Cherry Trees Care Centre,51298885,R5806,Residential Care,18381.09,19/10/2017,People Group,,,,,,
100015,Barchester Healthcare Homes Ltd T/A Cherry Trees Care Centre,51298885,R5806,Residential Care,1926.12,19/10/2017,People Group,,,,,,
100057,Barchester Healthcare Ltd - Overslade House (****7129),51299023,R5806,Residential Care,8731.69,19/10/2017,People Group,,,,,,
100057,Barchester Healthcare Ltd - Overslade House (****7129),51299023,R5806,Residential Care,15373.84,19/10/2017,People Group,,,,,,
219023,Barchester Healthcare Ltd (Harper Fields),51298932,R5806,Residential Care,3775.08,19/10/2017,People Group,,,,,,
219023,Barchester Healthcare Ltd (Harper Fields),51298932,R5806,Residential Care,11310.66,19/10/2017,People Group,,,,,,
234864,Barchester Healthcare Ltd (Mallard Court),51298984,R5806,Residential Care,13840.98,19/10/2017,People Group,,,,,,
232769,Barchester Healthcare Ltd (West Oak Care Home),51299121,R5806,Residential Care,1836.24,19/10/2017,People Group,,,,,,
100021,Barchester Healthcare Ltd T/A Cubbington Mill Care Home,51298897,R5806,Residential Care,3911.88,19/10/2017,People Group,,,,,,
100021,Barchester Healthcare Ltd T/A Cubbington Mill Care Home,51298897,R5806,Residential Care,9211.68,19/10/2017,People Group,,,,,,
100021,Barchester Healthcare Ltd T/A Cubbington Mill Care Home,51298897,R5806,Residential Care,2300.00,19/10/2017,People Group,,,,,,
200609,Barjane Ltd,51273296,R2202,DO NOT USE Rent - Service Charges,9125.00,12/10/2017,Resources,,,,,,
200613,Barnardo Services Ltd (****6716),51273294,R2103,For use by schools only - Electricity,956.03,04/10/2017,People Group,,,,,,
200613,Barnardo Services Ltd (****6716),51293663,R5459,Leaving Care Accommodation,560.00,23/10/2017,People Group,,,,,,
200613,Barnardo Services Ltd (****6716),51293665,R5459,Leaving Care Accommodation,560.00,23/10/2017,People Group,,,,,,
200613,Barnardo Services Ltd (****6716),51293409,R5459,Leaving Care Accommodation,560.00,23/10/2017,People Group,,,,,,
200613,Barnardo Services Ltd (****6716),51293662,R5459,Leaving Care Accommodation,560.00,23/10/2017,People Group,,,,,,
200613,Barnardo Services Ltd (****6716),51293664,R5459,Leaving Care Accommodation,560.00,23/10/2017,People Group,,,,,,
200613,Barnardo Services Ltd (****6716),51291695,R5459,Leaving Care Accommodation,560.00,26/10/2017,People Group,,,,,,
200613,Barnardo Services Ltd (****6716),51303507,R2103,For use by schools only - Electricity,-956.03,26/10/2017,People Group,,,,,,
200613,Barnardo Services Ltd (****6716),51303580,R5459,Leaving Care Accommodation,560.00,30/10/2017,People Group,,,,,,
200613,Barnardo Services Ltd (****6716),51303586,R5459,Leaving Care Accommodation,560.00,30/10/2017,People Group,,,,,,
200613,Barnardo Services Ltd (****6716),51303582,R5459,Leaving Care Accommodation,560.00,30/10/2017,People Group,,,,,,
200613,Barnardo Services Ltd (****6716),51295651,R5702,Payments to External Contractors,80569.00,31/10/2017,People Group,,,,,,
200613,Barnardo Services Ltd (****6716),51295653,R5702,Payments to External Contractors,193946.00,31/10/2017,People Group,,,,,,
200613,Barnardo Services Ltd (****6716),51295655,R5702,Payments to External Contractors,200778.00,31/10/2017,People Group,,,,,,
200613,Barnardo Services Ltd (****6716),51295660,R5702,Payments to External Contractors,59171.00,31/10/2017,People Group,,,,,,
200613,Barnardo Services Ltd (****6716),51295649,R5702,Payments to External Contractors,144092.00,31/10/2017,People Group,,,,,,
200613,Barnardo Services Ltd (****6716),51295650,R5702,Payments to External Contractors,52468.00,31/10/2017,People Group,,,,,,
200613,Barnardo Services Ltd (****6716),51295656,R5702,Payments to External Contractors,146831.00,31/10/2017,People Group,,,,,,
200619,Barnfield Care Agency,51286728,R5805,Homecare - External Domiciliary,1396.64,02/10/2017,People Group,,,,,,
229039,Bauer Radio Ltd (****0842),51302162,R5802,Substitute Care,1000.00,25/10/2017,People Group,,,,,,
232133,Beacon House Psychological Services,51286616,R5802,Substitute Care,576.00,05/10/2017,People Group,,,,,,
216387,Bedworth Health Centre (Dr. Singh),51300963,R5702,Payments to External Contractors,784.00,30/10/2017,Communities,,,,,,
216387,Bedworth Health Centre (Dr. Singh),51300945,R5702,Payments to External Contractors,1748.60,30/10/2017,Communities,,,,,,
223232,Beech Hill Grange Ltd,51298855,R5806,Residential Care,3520.16,19/10/2017,People Group,,,,,,
230404,Beechwood Trees & Landscapes Ltd,51290181,R5702,Payments to External Contractors,2065.00,27/10/2017,Communities,,,,,,
208848,Beeline Community Transport,51296872,R3410,Car Scheme Payments,2545.00,18/10/2017,Communities,,,,,,
234696,Bellagio Stone Ltd,51297897,C1060,Grants & Contributions To Outside Organisations,35000.00,20/10/2017,Capital,,,,,,
234669,Belmont House,51298857,R5806,Residential Care,2772.00,19/10/2017,People Group,,,,,,
100255,BEN - Motor and Allied Trades Benevolent Fu,51299109,R5806,Residential Care,14964.24,19/10/2017,People Group,,,,,,
100255,BEN - Motor and Allied Trades Benevolent Fu,51299109,R5806,Residential Care,3600.00,19/10/2017,People Group,,,,,,
100255,BEN - Motor and Allied Trades Benevolent Fu,51299109,R5806,Residential Care,12273.04,19/10/2017,People Group,,,,,,
200673,Benn Partnership Centre,51279595,R2201,Rents & Lettings,3062.50,13/10/2017,Communities,,,,,,
232185,Bentley Cook Ltd,51297119,R1101,Agency Staff Pay,2487.38,18/10/2017,Resources,,,,,,
100010,Bentley House Ltd (Care Centre),51298858,R5806,Residential Care,23068.08,19/10/2017,People Group,,,,,,
100010,Bentley House Ltd (Care Centre),51298858,R5806,Residential Care,1958.60,19/10/2017,People Group,,,,,,
100010,Bentley House Ltd (Care Centre),51298858,R5806,Residential Care,9291.14,19/10/2017,People Group,,,,,,
100256,Benvarden Retirement Home,51298859,R5806,Residential Care,2141.48,19/10/2017,People Group,,,,,,
100256,Benvarden Retirement Home,51298859,R5806,Residential Care,2141.48,19/10/2017,People Group,,,,,,
229887,Berry Gifford Ltd,51299726,R5459,Leaving Care Accommodation,7257.60,30/10/2017,People Group,,,,,,
100391,Be-Smart South West Ltd,51298852,R5806,Residential Care,4779.36,19/10/2017,People Group,,,,,,
221218,Bidford Health Centre,51300951,R5702,Payments to External Contractors,612.01,30/10/2017,Communities,,,,,,
221218,Bidford Health Centre,51300917,R5702,Payments to External Contractors,1932.00,30/10/2017,Communities,,,,,,
210919,Biffa Municipal Ltd (****2821),51286955,R5702,Payments to External Contractors,2393.51,03/10/2017,Communities,,,,,,
210919,Biffa Municipal Ltd (****2821),51286961,R5702,Payments to External Contractors,34426.11,04/10/2017,Communities,,,,,,
210919,Biffa Municipal Ltd (****2821),51294122,R5206,Excess / Bulk haulage,-6486.99,25/10/2017,Communities,,,,,,
210919,Biffa Municipal Ltd (****2821),51294118,R5206,Excess / Bulk haulage,6994.91,25/10/2017,Communities,,,,,,
210919,Biffa Municipal Ltd (****2821),51294137,R5206,Excess / Bulk haulage,2942.82,25/10/2017,Communities,,,,,,
210919,Biffa Municipal Ltd (****2821),51294136,R5206,Excess / Bulk haulage,3295.11,25/10/2017,Communities,,,,,,
210919,Biffa Municipal Ltd (****2821),51294115,R5206,Excess / Bulk haulage,5924.88,25/10/2017,Communities,,,,,,
210919,Biffa Municipal Ltd (****2821),51294114,R5206,Excess / Bulk haulage,8623.58,25/10/2017,Communities,,,,,,
210919,Biffa Municipal Ltd (****2821),51297103,R5206,Excess / Bulk haulage,11800.00,25/10/2017,Communities,,,,,,
210919,Biffa Municipal Ltd (****2821),51294135,R5206,Excess / Bulk haulage,10131.14,25/10/2017,Communities,,,,,,
210919,Biffa Municipal Ltd (****2821),51294132,R5206,Excess / Bulk haulage,768.45,25/10/2017,Communities,,,,,,
200707,Biffa Waste Services Ltd  ****6375,51290354,R5702,Payments to External Contractors,266644.42,09/10/2017,Communities,,,,,,
100011,Bilton House,51298860,R5806,Residential Care,5558.28,19/10/2017,People Group,,,,,,
100011,Bilton House,51298860,R5806,Residential Care,1852.76,19/10/2017,People Group,,,,,,
100011,Bilton House,51298860,R5806,Residential Care,4642.37,19/10/2017,People Group,,,,,,
100011,Bilton House,51298860,R5806,Residential Care,1852.76,19/10/2017,People Group,,,,,,
232139,BIP Solutions LTD,51296815,R4702,Subscriptions To Organisations,1540.00,19/10/2017,Resources,,,,,,
200725,Birchley Supplies,51291895,R4030,Materials,676.40,20/10/2017,Communities,,,,,,
218042,Birchwood Primary School (Academy),51298779,R6107,SEN Statements Funding,638.00,19/10/2017,Communities,,,,,,
234496,BJ Collins Protected Species Surveyors Ltd,51291769,C1030,"New Construction, Conversion & Renovation",1122.30,27/10/2017,Capital,,,,,,
,Bloor Homes Ltd Western,,R5702,Payments to External Contractors,"6,750.00 ",03/10/2017,,,"Strategic Finance - Communities Group, Fire & Rescue, Procurement",EE057,,,
228540,Bloxham School,51275381,R6107,SEN Statements Funding,6000.00,06/10/2017,Communities,,,,,,
200767,Blue Arrow Ltd,51274549,R1101,Agency Staff Pay,1910.00,06/10/2017,Resources,,,,,,
200767,Blue Arrow Ltd,51285884,R1101,Agency Staff Pay,1910.00,20/10/2017,Resources,,,,,,
200768,Blue Chip Data Systems Ltd,51278580,R4506,IT Support & Maintenance,2800.00,05/10/2017,Communities,,,,,,
227166,Blue-Eye Training Ltd,51278846,R1601,Training,1101.00,06/10/2017,Resources,,,,,,
225938,BM Care Warwick Ltd,51298868,R5806,Residential Care,2600.08,19/10/2017,People Group,,,,,,
225938,BM Care Warwick Ltd,51298868,R5806,Residential Care,3190.56,19/10/2017,People Group,,,,,,
225938,BM Care Warwick Ltd,51298868,R5806,Residential Care,7768.32,19/10/2017,People Group,,,,,,
225938,BM Care Warwick Ltd,51298868,R5806,Residential Care,25134.48,19/10/2017,People Group,,,,,,
225938,BM Care Warwick Ltd,51298868,R5806,Residential Care,3884.16,19/10/2017,People Group,,,,,,
225938,BM Care Warwick Ltd,51298868,R5806,Residential Care,2013.48,19/10/2017,People Group,,,,,,
228370,BNJ Consultants Ltd,51293379,R1101,Agency Staff Pay,510.50,23/10/2017,Communities,,,,,,
213979,Boots UK Ltd,51294237,R5702,Payments to External Contractors,580.00,19/10/2017,Communities,,,,,,
213979,Boots UK Ltd,51293288,R5702,Payments to External Contractors,593.38,19/10/2017,Communities,,,,,,
234131,Bowden Lodge (Priory Group),51298862,R5806,Residential Care,975.08,19/10/2017,People Group,,,,,,
230489,Bramley Care Ltd T/A Apple Orchard,51215783,R5848,Residential Care (Children),-33629.41,04/10/2017,People Group,,,,,,
200837,Bredon School,51291376,R6107,SEN Statements Funding,7130.00,25/10/2017,Communities,,,,,,
200837,Bredon School,51291314,R6107,SEN Statements Funding,-870.00,25/10/2017,Communities,,,,,,
200850,Briars Barn Ltd,51290009,R5805,Homecare - External Domiciliary,790.00,09/10/2017,People Group,,,,,,
200850,Briars Barn Ltd,51290008,R5805,Homecare - External Domiciliary,560.00,09/10/2017,People Group,,,,,,
200850,Briars Barn Ltd,51290016,R5805,Homecare - External Domiciliary,544.00,09/10/2017,People Group,,,,,,
200850,Briars Barn Ltd,51290017,R5805,Homecare - External Domiciliary,790.00,09/10/2017,People Group,,,,,,
200850,Briars Barn Ltd,51292404,R5803,Daycare External,632.00,11/10/2017,People Group,,,,,,
200850,Briars Barn Ltd,51292403,R5803,Daycare External,560.00,11/10/2017,People Group,,,,,,
200850,Briars Barn Ltd,51292405,R5803,Daycare External,790.00,11/10/2017,People Group,,,,,,
200850,Briars Barn Ltd,51292500,R5803,Daycare External,544.00,19/10/2017,People Group,,,,,,
200850,Briars Barn Ltd,51292498,R5803,Daycare External,632.00,19/10/2017,People Group,,,,,,
200850,Briars Barn Ltd,51292492,R5803,Daycare External,790.00,19/10/2017,People Group,,,,,,
200850,Briars Barn Ltd,51299990,R5805,Homecare - External Domiciliary,790.00,26/10/2017,People Group,,,,,,
200850,Briars Barn Ltd,51299996,R5805,Homecare - External Domiciliary,790.00,26/10/2017,People Group,,,,,,
200850,Briars Barn Ltd,51299788,R5805,Homecare - External Domiciliary,560.00,30/10/2017,People Group,,,,,,
200850,Briars Barn Ltd,51299995,R5805,Homecare - External Domiciliary,544.00,30/10/2017,People Group,,,,,,
200850,Briars Barn Ltd,51299997,R5803,Daycare External,632.00,30/10/2017,People Group,,,,,,
211925,Bridge House Medical Centre,51300979,R5702,Payments to External Contractors,560.00,30/10/2017,Communities,,,,,,
200865,Brinklow Quarry,51288934,R2754,Waste Management,1642.88,20/10/2017,Communities,,,,,,
200865,Brinklow Quarry,51288815,R2754,Waste Management,1558.20,20/10/2017,Communities,,,,,,
200867,Bristol Managed Services Ltd,51278637,R4015,Equipment Repair & Maintenance,20932.23,13/10/2017,Fire and Rescue,,,,,,
223596,Bristol Uniforms Ltd,51290987,R4205,"Clothing, Uniforms & Laundry",744.96,27/10/2017,Fire and Rescue,,,,,,
223596,Bristol Uniforms Ltd,51290981,R4205,"Clothing, Uniforms & Laundry",853.60,27/10/2017,Fire and Rescue,,,,,,
223596,Bristol Uniforms Ltd,51290977,R4205,"Clothing, Uniforms & Laundry",2355.26,27/10/2017,Fire and Rescue,,,,,,
200888,British Red Cross,51302186,R5802,Substitute Care,684.00,27/10/2017,People Group,,,,,,
218202,Broadreach House,51287764,R5702,Payments to External Contractors,-1092.15,06/10/2017,Communities,,,,,,
218202,Broadreach House,51275197,R5702,Payments to External Contractors,3077.86,06/10/2017,Communities,,,,,,
200902,Bromford Housing Group (Room Hire ****7144),51290188,R5805,Homecare - External Domiciliary,924.96,18/10/2017,People Group,,,,,,
227798,Bromford Lane Care Centre,51298867,R5806,Residential Care,1092.00,19/10/2017,People Group,,,,,,
,Brose Limited,,R5702,Payments to External Contractors,"11,200.00 ",03/10/2017,,,"Strategic Finance - Communities Group, Fire & Rescue, Procurement",EE054,,,
200931,Bt Global Services (****7351),51290333,R4513,Telephones & Broadband,1972.15,18/10/2017,Communities,,,,,,
200891,BT OneBillPlus (****5757),51290307,R4513,Telephones & Broadband,2753.04,09/10/2017,Communities,,,,,,
200891,BT OneBillPlus (****5757),51286663,R4513,Telephones & Broadband,2110.00,11/10/2017,Resources,,,,,,
200891,BT OneBillPlus (****5757),51285608,R4409,Consultancy,2163.30,18/10/2017,Communities,,,,,,
200891,BT OneBillPlus (****5757),51299462,R4513,Telephones & Broadband,41802.00,19/10/2017,Resources,,,,,,
200891,BT OneBillPlus (****5757),51294302,R4514,Telephone Rental,7183.16,27/10/2017,Fire and Rescue,,,,,,
200891,BT OneBillPlus (****5757),51288034,R4513,Telephones & Broadband,1222.81,27/10/2017,Resources,,,,,,
200891,BT OneBillPlus (****5757),51288037,R4513,Telephones & Broadband,786.24,27/10/2017,Resources,,,,,,
200891,BT OneBillPlus (****5757),51288036,R4513,Telephones & Broadband,786.24,27/10/2017,Resources,,,,,,
226833,Budbrooke Primary School (Academy),51298721,R6107,SEN Statements Funding,2014.00,19/10/2017,Communities,,,,,,
,Building & Plumb Supplies,355,,,525.36 ,11/10/2017,Communities,,,,,,
200947,Bulkington Village Centre,51287749,R5702,Payments to External Contractors,548.45,26/10/2017,Communities,,,,,,
200947,Bulkington Village Centre,51298198,R2201,Rents & Lettings,1774.14,26/10/2017,People Group,,,,,,
,Bullivant Media Ltd,30142,,,"1,212.00 ",02/10/2017,Resources,,,,,,
100136,Bupa Care Homes (Alveston Leys Nursing Home),51298834,R5806,Residential Care,11780.48,19/10/2017,People Group,,,,,,
100136,Bupa Care Homes (Alveston Leys Nursing Home),51298834,R5806,Residential Care,2575.00,19/10/2017,People Group,,,,,,
100136,Bupa Care Homes (Alveston Leys Nursing Home),51298834,R5806,Residential Care,12614.38,19/10/2017,People Group,,,,,,
100136,Bupa Care Homes (Alveston Leys Nursing Home),51298834,R5806,Residential Care,1982.96,19/10/2017,People Group,,,,,,
100259,Bupa Care Homes (Branston Court Nursing Home),51298866,R5806,Residential Care,1328.04,19/10/2017,People Group,,,,,,
100234,Bupa Care Homes (Canning Court Care Home),51298873,R5806,Residential Care,1982.96,19/10/2017,People Group,,,,,,
100234,Bupa Care Homes (Canning Court Care Home),51298873,R5806,Residential Care,1970.36,19/10/2017,People Group,,,,,,
100234,Bupa Care Homes (Canning Court Care Home),51298873,R5806,Residential Care,7126.00,19/10/2017,People Group,,,,,,
100234,Bupa Care Homes (Canning Court Care Home),51298873,R5806,Residential Care,31611.44,19/10/2017,People Group,,,,,,
100234,Bupa Care Homes (Canning Court Care Home),51298873,R5806,Residential Care,1982.96,19/10/2017,People Group,,,,,,
233579,Bupa Care Homes Ltd (River Court Care Home),51299051,R5806,Residential Care,2332.36,19/10/2017,People Group,,,,,,
100327,Burgess Care Ltd T/A Sharmer Fields House,51298869,R5806,Residential Care,17899.16,19/10/2017,People Group,,,,,,
100327,Burgess Care Ltd T/A Sharmer Fields House,51298869,R5806,Residential Care,12496.00,19/10/2017,People Group,,,,,,
100327,Burgess Care Ltd T/A Sharmer Fields House,51299058,R5806,Residential Care,35032.76,19/10/2017,People Group,,,,,,
100327,Burgess Care Ltd T/A Sharmer Fields House,51299058,R5806,Residential Care,32875.68,19/10/2017,People Group,,,,,,
100260,Butts Croft House Residential Home,51298870,R5806,Residential Care,17204.20,19/10/2017,People Group,,,,,,
100260,Butts Croft House Residential Home,51298870,R5806,Residential Care,1915.76,19/10/2017,People Group,,,,,,
201027,C T P Pension Scheme T/A Coventry Turned Part,51278573,R2201,Rents & Lettings,8750.00,04/10/2017,Resources,,,,,,
215711,C.E. Walton & Co Ltd T/A Dyno-Rod,51293432,R2751,Grounds Maintenance,1100.00,13/10/2017,Communities,,,,,,
201042,CACI Ltd,51287272,R4506,IT Support & Maintenance,950.00,20/10/2017,Communities,,,,,,
201042,CACI Ltd,51287266,R4506,IT Support & Maintenance,729.17,20/10/2017,Communities,,,,,,
201051,Call A Car - Rugby  Ltd,51289350,R5702,Payments to External Contractors,1890.00,27/10/2017,Communities,,,,,,
201056,Calthorpe Recruitment Ltd,51275749,R1101,Agency Staff Pay,2692.65,06/10/2017,Resources,,,,,,
201056,Calthorpe Recruitment Ltd,51279546,R4409,Consultancy,880.00,13/10/2017,Resources,,,,,,
201056,Calthorpe Recruitment Ltd,51285872,R1101,Agency Staff Pay,2935.95,20/10/2017,Resources,,,,,,
201056,Calthorpe Recruitment Ltd,51285773,R4409,Consultancy,920.00,20/10/2017,Resources,,,,,,
214744,Cambian Childcare Ltd (****3424),51271758,R5848,Residential Care (Children),-18157.01,05/10/2017,People Group,,,,,,
214744,Cambian Childcare Ltd (****3424),51271738,R5848,Residential Care (Children),16928.70,05/10/2017,People Group,,,,,,
214744,Cambian Childcare Ltd (****3424),51273333,R5806,Residential Care,14357.10,05/10/2017,People Group,,,,,,
214744,Cambian Childcare Ltd (****3424),51295780,R5806,Residential Care,2871.42,23/10/2017,People Group,,,,,,
214744,Cambian Childcare Ltd (****3424),51295670,R5806,Residential Care,17571.30,23/10/2017,People Group,,,,,,
