,Supplier id,Supplier Name,Transno,Account,Description,Amount,Pay Date,Group,
INSERTED DETAIL,200576,Badenoch & Clark,51033017,R1101,Agency Staff Pay,2135.00,01/07/2016,Resources,
INSERTED DETAIL,200576,Badenoch & Clark,51034084,R1101,Agency Staff Pay,1650.00,06/07/2016,Resources,
INSERTED DETAIL,200576,Badenoch & Clark,51035010,R1101,Agency Staff Pay,2070.00,07/07/2016,Resources,
INSERTED DETAIL,200576,Badenoch & Clark,51053324,R1101,Agency Staff Pay,1185.77,13/07/2016,Resources,
INSERTED DETAIL,200576,Badenoch & Clark,51038087,R1101,Agency Staff Pay,4018.95,13/07/2016,Resources,
INSERTED DETAIL,200576,Badenoch & Clark,51038055,R1101,Agency Staff Pay,1483.55,13/07/2016,Resources,
INSERTED DETAIL,200576,Badenoch & Clark,51039354,R1101,Agency Staff Pay,2172.00,14/07/2016,People Group,
INSERTED DETAIL,200576,Badenoch & Clark,51047745,R1101,Agency Staff Pay,2351.25,14/07/2016,Resources,
INSERTED DETAIL,200576,Badenoch & Clark,51039356,R1101,Agency Staff Pay,2172.00,14/07/2016,People Group,
INSERTED DETAIL,200576,Badenoch & Clark,51039564,R1101,Agency Staff Pay,1650.00,14/07/2016,Resources,
INSERTED DETAIL,200576,Badenoch & Clark,51039371,R1101,Agency Staff Pay,2172.00,14/07/2016,People Group,
INSERTED DETAIL,200576,Badenoch & Clark,51039365,R1101,Agency Staff Pay,2715.00,14/07/2016,People Group,
INSERTED DETAIL,200576,Badenoch & Clark,51039361,R1101,Agency Staff Pay,2715.00,14/07/2016,People Group,
INSERTED DETAIL,200576,Badenoch & Clark,51040249,R1101,Agency Staff Pay,2715.00,15/07/2016,People Group,
INSERTED DETAIL,200576,Badenoch & Clark,51041429,R1101,Agency Staff Pay,1650.00,20/07/2016,Resources,
INSERTED DETAIL,200576,Badenoch & Clark,51043742,R1101,Agency Staff Pay,1365.00,21/07/2016,Resources,
INSERTED DETAIL,200576,Badenoch & Clark,51043323,R1101,Agency Staff Pay,1725.00,21/07/2016,Resources,
INSERTED DETAIL,200576,Badenoch & Clark,51043298,R1101,Agency Staff Pay,1365.00,21/07/2016,Resources,
INSERTED DETAIL,200576,Badenoch & Clark,51043296,R1101,Agency Staff Pay,1365.00,21/07/2016,Resources,
INSERTED DETAIL,200576,Badenoch & Clark,51043295,R1101,Agency Staff Pay,1001.00,21/07/2016,Resources,
INSERTED DETAIL,200576,Badenoch & Clark,51043291,R1101,Agency Staff Pay,1365.00,21/07/2016,Resources,
INSERTED DETAIL,200576,Badenoch & Clark,51047769,R1101,Agency Staff Pay,982.30,21/07/2016,Resources,
INSERTED DETAIL,200576,Badenoch & Clark,51047768,R1101,Agency Staff Pay,1511.07,21/07/2016,Resources,
INSERTED DETAIL,200576,Badenoch & Clark,51044912,R1101,Agency Staff Pay,1750.00,22/07/2016,Resources,
INSERTED DETAIL,200576,Badenoch & Clark,51044952,R1101,Agency Staff Pay,1920.00,22/07/2016,Resources,
INSERTED DETAIL,200576,Badenoch & Clark,51045149,R1101,Agency Staff Pay,1320.00,22/07/2016,Resources,
INSERTED DETAIL,200576,Badenoch & Clark,51044920,R1101,Agency Staff Pay,700.00,22/07/2016,Resources,
INSERTED DETAIL,200576,Badenoch & Clark,51044922,R1101,Agency Staff Pay,2715.00,22/07/2016,People Group,
INSERTED DETAIL,200576,Badenoch & Clark,51044923,R1101,Agency Staff Pay,1750.00,22/07/2016,Resources,
INSERTED DETAIL,200576,Badenoch & Clark,51044925,R1101,Agency Staff Pay,1400.00,22/07/2016,Resources,
INSERTED DETAIL,200576,Badenoch & Clark,51044937,R1101,Agency Staff Pay,2400.00,22/07/2016,Resources,
INSERTED DETAIL,200576,Badenoch & Clark,51044939,R1101,Agency Staff Pay,1920.00,22/07/2016,Resources,
INSERTED DETAIL,200576,Badenoch & Clark,51044951,R1101,Agency Staff Pay,2400.00,22/07/2016,Resources,
INSERTED DETAIL,200576,Badenoch & Clark,51044918,R1101,Agency Staff Pay,1750.00,22/07/2016,Resources,
INSERTED DETAIL,200576,Badenoch & Clark,51044955,R1101,Agency Staff Pay,2400.00,22/07/2016,Resources,
INSERTED DETAIL,200576,Badenoch & Clark,51044950,R1101,Agency Staff Pay,2400.00,22/07/2016,Resources,
INSERTED DETAIL,200576,Badenoch & Clark,51044948,R1101,Agency Staff Pay,2400.00,22/07/2016,Resources,
INSERTED DETAIL,200576,Badenoch & Clark,51045389,R1101,Agency Staff Pay,1365.00,27/07/2016,Resources,
INSERTED DETAIL,200576,Badenoch & Clark,51045162,R1101,Agency Staff Pay,1650.00,27/07/2016,Resources,
INSERTED DETAIL,200576,Badenoch & Clark,51046911,R1101,Agency Staff Pay,2070.00,28/07/2016,Resources,
INSERTED DETAIL,200576,Badenoch & Clark,51046668,R1101,Agency Staff Pay,2400.00,28/07/2016,Resources,
INSERTED DETAIL,200576,Badenoch & Clark,51046906,R1101,Agency Staff Pay,1155.00,28/07/2016,Resources,
INSERTED DETAIL,200576,Badenoch & Clark,51047702,R1101,Agency Staff Pay,2380.00,29/07/2016,Resources,
INSERTED DETAIL,200576,Badenoch & Clark,51047689,R1101,Agency Staff Pay,2975.00,29/07/2016,Resources,
INSERTED DETAIL,200576,Badenoch & Clark,51047595,R1101,Agency Staff Pay,2715.00,29/07/2016,People Group,
INSERTED DETAIL,200576,Badenoch & Clark,51047686,R1101,Agency Staff Pay,2975.00,29/07/2016,Resources,
INSERTED DETAIL,200588,Bakers Commercial Services,51035835,R4915,Educational Visits Expenditure,1150.00,08/07/2016,Schools,
INSERTED DETAIL,200589,Balfour Beatty Living Places Ltd (****2460),51054737,R5707,Highways Maintenance Contract,1531621.18,18/07/2016,Communities,
INSERTED DETAIL,200589,Balfour Beatty Living Places Ltd (****2460),51055950,R5707,Highways Maintenance Contract,1039509.54,20/07/2016,Communities,
INSERTED DETAIL,200593,Bambini Childcare Ltd,51041650,R6106,Private Providers - Early Years Funding,5920.20,04/07/2016,Communities,
INSERTED DETAIL,200594,Banana Moon Day Nursery (Grove House),51041744,R6106,Private Providers - Early Years Funding,4826.25,04/07/2016,Communities,
INSERTED DETAIL,226306,Banana Moon Day Nursery (Harbury),51041831,R6106,Private Providers - Early Years Funding,4054.05,04/07/2016,Communities,
INSERTED DETAIL,100252,Bancroft Gardens,51052276,R5806,Residential Care (Adults),5400.00,11/07/2016,People Group,
INSERTED DETAIL,100252,Bancroft Gardens,51052276,R5806,Residential Care (Adults),2210.40,11/07/2016,People Group,
INSERTED DETAIL,100252,Bancroft Gardens,51052276,R5806,Residential Care (Adults),2737.20,11/07/2016,People Group,
INSERTED DETAIL,100015,Barchester Healthcare Homes Ltd T/A Cherry Trees Care Centre,51052207,R5806,Residential Care (Adults),10072.16,11/07/2016,People Group,
INSERTED DETAIL,100015,Barchester Healthcare Homes Ltd T/A Cherry Trees Care Centre,51052207,R5806,Residential Care (Adults),3824.46,11/07/2016,People Group,
INSERTED DETAIL,100015,Barchester Healthcare Homes Ltd T/A Cherry Trees Care Centre,51052207,R5806,Residential Care (Adults),1854.32,11/07/2016,People Group,
INSERTED DETAIL,100015,Barchester Healthcare Homes Ltd T/A Cherry Trees Care Centre,51052207,R5806,Residential Care (Adults),7984.05,11/07/2016,People Group,
INSERTED DETAIL,100015,Barchester Healthcare Homes Ltd T/A Cherry Trees Care Centre,51052207,R5806,Residential Care (Adults),3492.96,11/07/2016,People Group,
INSERTED DETAIL,100057,Barchester Healthcare Ltd - Overslade House (****7129),51052424,R5806,Residential Care (Adults),2710.36,11/07/2016,People Group,
INSERTED DETAIL,100057,Barchester Healthcare Ltd - Overslade House (****7129),51052424,R5806,Residential Care (Adults),2960.44,11/07/2016,People Group,
INSERTED DETAIL,100057,Barchester Healthcare Ltd - Overslade House (****7129),51052424,R5806,Residential Care (Adults),4011.96,11/07/2016,People Group,
INSERTED DETAIL,219023,Barchester Healthcare Ltd (Harper Fields),51052347,R5806,Residential Care (Adults),3952.00,11/07/2016,People Group,
INSERTED DETAIL,219023,Barchester Healthcare Ltd (Harper Fields),51052347,R5806,Residential Care (Adults),3300.00,11/07/2016,People Group,
INSERTED DETAIL,100021,Barchester Healthcare Ltd T/A Cubbington Mill Care Home,51052312,R5806,Residential Care (Adults),5549.88,11/07/2016,People Group,
INSERTED DETAIL,100021,Barchester Healthcare Ltd T/A Cubbington Mill Care Home,51052312,R5806,Residential Care (Adults),4149.96,11/07/2016,People Group,
INSERTED DETAIL,100021,Barchester Healthcare Ltd T/A Cubbington Mill Care Home,51052312,R5806,Residential Care (Adults),1946.64,11/07/2016,People Group,
INSERTED DETAIL,100021,Barchester Healthcare Ltd T/A Cubbington Mill Care Home,51052312,R5806,Residential Care (Adults),1849.96,11/07/2016,People Group,
INSERTED DETAIL,224182,Barford Childrens Services Ltd t/a The Oaks (0751),51039897,R5848,Residential Care (Children),540.00,14/07/2016,People Group,
INSERTED DETAIL,224182,Barford Childrens Services Ltd t/a The Oaks (0751),51039900,R5848,Residential Care (Children),12342.85,14/07/2016,People Group,
INSERTED DETAIL,999982,"Barford, Sherbourne & Wasperton Joint Parish Council",51054104,R5501,Grants to Organisations & Voluntary Bodies,3000.00,18/07/2016,Communities,
INSERTED DETAIL,200613,Barnardo Services Ltd (****6716),51041690,R6106,Private Providers - Early Years Funding,4157.01,04/07/2016,Communities,
INSERTED DETAIL,200613,Barnardo Services Ltd (****6716),51041697,R6106,Private Providers - Early Years Funding,7068.60,04/07/2016,Communities,
INSERTED DETAIL,200613,Barnardo Services Ltd (****6716),51041702,R6106,Private Providers - Early Years Funding,7165.12,04/07/2016,Communities,
INSERTED DETAIL,200613,Barnardo Services Ltd (****6716),51041723,R6106,Private Providers - Early Years Funding,3638.25,04/07/2016,Communities,
INSERTED DETAIL,200613,Barnardo Services Ltd (****6716),51041776,R6106,Private Providers - Early Years Funding,2776.90,04/07/2016,Communities,
INSERTED DETAIL,200613,Barnardo Services Ltd (****6716),51041789,R6106,Private Providers - Early Years Funding,1930.50,04/07/2016,Communities,
INSERTED DETAIL,200613,Barnardo Services Ltd (****6716),51041798,R6106,Private Providers - Early Years Funding,7335.90,04/07/2016,Communities,
INSERTED DETAIL,200613,Barnardo Services Ltd (****6716),51041812,R6106,Private Providers - Early Years Funding,6177.60,04/07/2016,Communities,
INSERTED DETAIL,200613,Barnardo Services Ltd (****6716),51041814,R6106,Private Providers - Early Years Funding,4158.00,04/07/2016,Communities,
INSERTED DETAIL,200613,Barnardo Services Ltd (****6716),51041816,R6106,Private Providers - Early Years Funding,2895.75,04/07/2016,Communities,
INSERTED DETAIL,200613,Barnardo Services Ltd (****6716),51041837,R6106,Private Providers - Early Years Funding,13030.87,04/07/2016,Communities,
INSERTED DETAIL,200613,Barnardo Services Ltd (****6716),51041645,R6106,Private Providers - Early Years Funding,7818.52,04/07/2016,Communities,
INSERTED DETAIL,200613,Barnardo Services Ltd (****6716),51041658,R6106,Private Providers - Early Years Funding,2821.50,04/07/2016,Communities,
INSERTED DETAIL,200613,Barnardo Services Ltd (****6716),51054653,R5604,Commissioned Works,144092.00,22/07/2016,People Group,
INSERTED DETAIL,200613,Barnardo Services Ltd (****6716),51054654,R5604,Commissioned Works,193946.00,22/07/2016,People Group,
INSERTED DETAIL,200613,Barnardo Services Ltd (****6716),51054656,R5604,Commissioned Works,52468.00,22/07/2016,People Group,
INSERTED DETAIL,200613,Barnardo Services Ltd (****6716),51054658,R5604,Commissioned Works,59171.00,22/07/2016,People Group,
INSERTED DETAIL,200613,Barnardo Services Ltd (****6716),51054668,R5604,Commissioned Works,200778.00,22/07/2016,People Group,
INSERTED DETAIL,200613,Barnardo Services Ltd (****6716),51054679,R5604,Commissioned Works,80569.00,22/07/2016,People Group,
INSERTED DETAIL,200613,Barnardo Services Ltd (****6716),51054681,R5604,Commissioned Works,146831.00,22/07/2016,People Group,
INSERTED DETAIL,200613,Barnardo Services Ltd (****6716),51054780,R5604,Commissioned Works,31250.00,29/07/2016,People Group,
INSERTED DETAIL,200612,Barnardo's (****9215),51046973,R5822,Foster Care Payments - External,3151.15,08/07/2016,People Group,
INSERTED DETAIL,200612,Barnardo's (****9215),51046974,R5822,Foster Care Payments - External,3049.50,08/07/2016,People Group,
INSERTED DETAIL,200619,Barnfield Care Agency,51048461,R5805,Homecare - External Domiciliary (Adults),1445.36,22/07/2016,People Group,
INSERTED DETAIL,223642,Bayleaf Cookery School LLP,51041578,R4442,Professional Fees Curriculum,903.00,20/07/2016,Schools,
INSERTED DETAIL,231290,BDM Roofing,51053843,R2001,Buildings Maintenance,1480.00,20/07/2016,Communities,
INSERTED DETAIL,223232,Beech Hill Grange Ltd,51052282,R5806,Residential Care (Adults),3520.16,11/07/2016,People Group,
INSERTED DETAIL,200656,Beechwood Childcare Ltd,51041743,R6106,Private Providers - Early Years Funding,965.25,04/07/2016,Communities,
INSERTED DETAIL,100009,Beechwood Gardens,51052283,R5806,Residential Care (Adults),2080.00,11/07/2016,People Group,
INSERTED DETAIL,200657,Beehive Day Nursery Rugby,51041679,R6106,Private Providers - Early Years Funding,4504.50,04/07/2016,Communities,
INSERTED DETAIL,230245,Bell Lodge Care Home,51052284,R5806,Residential Care (Adults),2040.00,14/07/2016,People Group,
INSERTED DETAIL,100255,BEN - Motor and Allied Trades Benevolent Fu,51052495,R5806,Residential Care (Adults),7415.12,11/07/2016,People Group,
INSERTED DETAIL,100255,BEN - Motor and Allied Trades Benevolent Fu,51052495,R5806,Residential Care (Adults),2198.80,11/07/2016,People Group,
INSERTED DETAIL,100255,BEN - Motor and Allied Trades Benevolent Fu,51052495,R5806,Residential Care (Adults),11127.29,11/07/2016,People Group,
INSERTED DETAIL,100255,BEN - Motor and Allied Trades Benevolent Fu,51052495,R5806,Residential Care (Adults),11467.20,11/07/2016,People Group,
INSERTED DETAIL,222151,Benham Publishing Ltd,51035954,R4302,Advertising Promotional Events & Goods,600.00,08/07/2016,Communities,
INSERTED DETAIL,215921,Bennfield Surgery,51059118,R5702,Payments to External Contractors,750.15,29/07/2016,Communities,
INSERTED DETAIL,215921,Bennfield Surgery,51059196,R5702,Payments to External Contractors,786.87,29/07/2016,Communities,
INSERTED DETAIL,100010,Bentley House Ltd (Care Centre),51052285,R5806,Residential Care (Adults),1909.28,11/07/2016,People Group,
INSERTED DETAIL,100010,Bentley House Ltd (Care Centre),51052285,R5806,Residential Care (Adults),24203.92,11/07/2016,People Group,
INSERTED DETAIL,100010,Bentley House Ltd (Care Centre),51052285,R5806,Residential Care (Adults),5807.84,11/07/2016,People Group,
INSERTED DETAIL,100010,Bentley House Ltd (Care Centre),51052285,R5806,Residential Care (Adults),4005.52,11/07/2016,People Group,
INSERTED DETAIL,100010,Bentley House Ltd (Care Centre),51052285,R5806,Residential Care (Adults),2112.64,11/07/2016,People Group,
INSERTED DETAIL,100256,Benvarden Retirement Home,51052201,R5806,Residential Care (Adults),2535.98,11/07/2016,People Group,
INSERTED DETAIL,100256,Benvarden Retirement Home,51052201,R5806,Residential Care (Adults),2559.58,11/07/2016,People Group,
INSERTED DETAIL,100391,Be-Smart South West Ltd,51052279,R5806,Residential Care (Adults),4781.36,11/07/2016,People Group,
INSERTED DETAIL,202881,Bibliotheca Ltd,51052553,R4058,Books,574.28,12/07/2016,Resources,
INSERTED DETAIL,999982,Bidford Community Library,51054755,R5501,Grants to Organisations & Voluntary Bodies,1400.00,18/07/2016,Communities,
INSERTED DETAIL,210919,Biffa Municipal Ltd (****2821),51045395,R5206,Excess / Bulk haulage,3444.11,05/07/2016,Communities,
INSERTED DETAIL,210919,Biffa Municipal Ltd (****2821),51045400,R5206,Excess / Bulk haulage,7727.03,05/07/2016,Communities,
INSERTED DETAIL,210919,Biffa Municipal Ltd (****2821),51045405,R5206,Excess / Bulk haulage,6660.42,20/07/2016,Communities,
INSERTED DETAIL,100011,Bilton House,51052286,R5806,Residential Care (Adults),2332.40,11/07/2016,People Group,
INSERTED DETAIL,100011,Bilton House,51052286,R5806,Residential Care (Adults),1658.32,11/07/2016,People Group,
INSERTED DETAIL,100011,Bilton House,51052286,R5806,Residential Care (Adults),3806.32,11/07/2016,People Group,
INSERTED DETAIL,100011,Bilton House,51052286,R5806,Residential Care (Adults),1658.32,11/07/2016,People Group,
INSERTED DETAIL,213422,Bilton School Academy,51046043,R4701,Grants To External Organisations,3000.00,04/07/2016,Communities,
INSERTED DETAIL,213422,Bilton School Academy,51048274,R5604,Commissioned Works,800.00,04/07/2016,Communities,
INSERTED DETAIL,213422,Bilton School Academy,51056633,R6107,SEN Statements Funding - Non-Maintained Schools,5541.00,20/07/2016,Communities,
INSERTED DETAIL,213422,Bilton School Academy,51048278,R5604,Commissioned Works,6451.00,22/07/2016,Communities,
INSERTED DETAIL,205755,Bilton Sunbeams Pre-School Ltd,51041649,R6106,Private Providers - Early Years Funding,579.15,04/07/2016,Communities,
INSERTED DETAIL,218042,Birchwood Primary School (Academy),51056661,R6107,SEN Statements Funding - Non-Maintained Schools,715.00,20/07/2016,Communities,
INSERTED DETAIL,221264,Birk & Nagra Chemists,51054469,R5702,Payments to External Contractors,708.47,19/07/2016,Communities,
INSERTED DETAIL,221264,Birk & Nagra Chemists,51057662,R5702,Payments to External Contractors,849.00,22/07/2016,Communities,
INSERTED DETAIL,200729,Birmingham and Solihull Mental Health NHS Foundation Trust,51055844,R4405,Child Protection - Psychological Assessment,740.00,28/07/2016,People Group,
INSERTED DETAIL,216063,Birmingham Museums Trust,51042991,R4612,Projects,500.00,21/07/2016,Communities,
INSERTED DETAIL,999982,Bishops Tachbrook Parish Council,51049943,R5501,Grants to Organisations & Voluntary Bodies,3000.00,07/07/2016,Communities,
INSERTED DETAIL,200751,Bizzy Tots Day Nursery Ltd - Bilton,51041836,R6106,Private Providers - Early Years Funding,8526.38,04/07/2016,Communities,
INSERTED DETAIL,200752,Bizzy Tots Day Nursery Ltd - Rugby,51041791,R6106,Private Providers - Early Years Funding,1447.87,04/07/2016,Communities,
INSERTED DETAIL,200750,Bizzy Tots Day Nursery Ltd (Long Itchington),51041665,R6106,Private Providers - Early Years Funding,2413.12,04/07/2016,Communities,
INSERTED DETAIL,200761,Blakemore Food Service Ltd,51051390,R4103,Catering Disposables,650.53,19/07/2016,Resources,
INSERTED DETAIL,200761,Blakemore Food Service Ltd,51051390,R4104,Food Costs / Provisions,27856.91,19/07/2016,Resources,
INSERTED DETAIL,200761,Blakemore Food Service Ltd,51051387,R2709,Cleaning Materials,696.04,19/07/2016,Resources,
INSERTED DETAIL,200761,Blakemore Food Service Ltd,51051387,R4103,Catering Disposables,937.16,19/07/2016,Resources,
INSERTED DETAIL,200761,Blakemore Food Service Ltd,51051387,R4104,Food Costs / Provisions,26660.20,19/07/2016,Resources,
INSERTED DETAIL,200761,Blakemore Food Service Ltd,51051390,R2709,Cleaning Materials,1104.13,19/07/2016,Resources,
INSERTED DETAIL,200761,Blakemore Food Service Ltd,51056680,R2709,Cleaning Materials,643.63,22/07/2016,Resources,
INSERTED DETAIL,200761,Blakemore Food Service Ltd,51056680,R4104,Food Costs / Provisions,20416.89,22/07/2016,Resources,
INSERTED DETAIL,200761,Blakemore Food Service Ltd,51055858,R4104,Food Costs / Provisions,25222.62,22/07/2016,Resources,
