,Supplier id,Supplier Name,Transno,Account,Description,Amount,Pay Date,Group,
INSERTED DETAIL,213122,Avon Support Ltd,50834173,R5810,Adult Day Care,2096.20,04/06/2015,People Group,
INSERTED DETAIL,213122,Avon Support Ltd,50834171,R5810,Adult Day Care,673.20,04/06/2015,People Group,
INSERTED DETAIL,213122,Avon Support Ltd,50834170,R5810,Adult Day Care,2213.50,04/06/2015,People Group,
INSERTED DETAIL,213122,Avon Support Ltd,50834169,R5810,Adult Day Care,2499.00,04/06/2015,People Group,
INSERTED DETAIL,213122,Avon Support Ltd,50834168,R5810,Adult Day Care,1122.00,04/06/2015,People Group,
INSERTED DETAIL,213122,Avon Support Ltd,50834167,R5810,Adult Day Care,1402.50,04/06/2015,People Group,
INSERTED DETAIL,213122,Avon Support Ltd,50834166,R5810,Adult Day Care,1531.40,04/06/2015,People Group,
INSERTED DETAIL,213122,Avon Support Ltd,50834165,R5810,Adult Day Care,2499.00,04/06/2015,People Group,
INSERTED DETAIL,213122,Avon Support Ltd,50833963,R5805,Homecare - External Domiciliary (Adults),1071.00,04/06/2015,People Group,
INSERTED DETAIL,213122,Avon Support Ltd,50834222,R5810,Adult Day Care,841.50,04/06/2015,People Group,
INSERTED DETAIL,213122,Avon Support Ltd,50833951,R5810,Adult Day Care,1402.50,04/06/2015,People Group,
INSERTED DETAIL,213122,Avon Support Ltd,50833952,R5810,Adult Day Care,999.60,04/06/2015,People Group,
INSERTED DETAIL,213122,Avon Support Ltd,50833953,R5805,Homecare - External Domiciliary (Adults),928.20,04/06/2015,People Group,
INSERTED DETAIL,213122,Avon Support Ltd,50833954,R5810,Adult Day Care,561.00,04/06/2015,People Group,
INSERTED DETAIL,213122,Avon Support Ltd,50833956,R5810,Adult Day Care,561.00,04/06/2015,People Group,
INSERTED DETAIL,213122,Avon Support Ltd,50833958,R5805,Homecare - External Domiciliary (Adults),1035.30,04/06/2015,People Group,
INSERTED DETAIL,213122,Avon Support Ltd,50833959,R5810,Adult Day Care,1402.50,04/06/2015,People Group,
INSERTED DETAIL,213122,Avon Support Ltd,50836419,R5810,Adult Day Care,1999.20,10/06/2015,People Group,
INSERTED DETAIL,213122,Avon Support Ltd,50836431,R5810,Adult Day Care,561.00,10/06/2015,People Group,
INSERTED DETAIL,213122,Avon Support Ltd,50836418,R5810,Adult Day Care,561.00,10/06/2015,People Group,
INSERTED DETAIL,213122,Avon Support Ltd,50836416,R5810,Adult Day Care,7679.00,11/06/2015,People Group,
INSERTED DETAIL,213122,Avon Support Ltd,50839579,R5810,Adult Day Care,2499.00,15/06/2015,People Group,
INSERTED DETAIL,213122,Avon Support Ltd,50839580,R5810,Adult Day Care,560.00,15/06/2015,People Group,
INSERTED DETAIL,213122,Avon Support Ltd,50839578,R5810,Adult Day Care,744.00,15/06/2015,People Group,
INSERTED DETAIL,213122,Avon Support Ltd,50843750,R5810,Adult Day Care,841.50,22/06/2015,People Group,
INSERTED DETAIL,213122,Avon Support Ltd,50844033,R5810,Adult Day Care,1542.24,22/06/2015,People Group,
INSERTED DETAIL,213122,Avon Support Ltd,50844034,R5810,Adult Day Care,600.00,22/06/2015,People Group,
INSERTED DETAIL,213122,Avon Support Ltd,50844176,R5851,Supported Living,514.08,23/06/2015,People Group,
INSERTED DETAIL,213122,Avon Support Ltd,50844373,R5810,Adult Day Care,617.10,23/06/2015,People Group,
INSERTED DETAIL,216249,Avonside Health Centre,50846226,R5702,Payments to External Contractors,521.05,30/06/2015,Communities,
INSERTED DETAIL,200538,Axiell Ltd,50844432,R4512,Software,1837.08,23/06/2015,Communities,
INSERTED DETAIL,213427,Aylesford School And Sixth Form College (Academy),50838493,R6107,SEN Statements Funding - Non-Maintained Schools,2626.00,15/06/2015,People Group,
INSERTED DETAIL,228001,B J Barkwell & Sons Limited,50798766,R5851,Supported Living,699.56,23/06/2015,People Group,
INSERTED DETAIL,228001,B J Barkwell & Sons Limited,50798767,R5851,Supported Living,1329.16,23/06/2015,People Group,
INSERTED DETAIL,209620,B Line Plant Ltd,50841063,R4038,Plant & Tools,1350.00,19/06/2015,Communities,
INSERTED DETAIL,224991,B.W.Y Canine,50840726,R4043,Samples,600.00,17/06/2015,Communities,
INSERTED DETAIL,200575,Baddesley and Grendon Pre/School - Playgroup,50841936,R6106,Private Providers - Early Years Funding,7469.12,22/06/2015,People Group,
INSERTED DETAIL,200576,Badenoch & Clark,50832104,R1101,Agency Staff Pay,1708.00,02/06/2015,Resources,
INSERTED DETAIL,200576,Badenoch & Clark,50832103,R1101,Agency Staff Pay,1758.00,04/06/2015,People Group,
INSERTED DETAIL,200576,Badenoch & Clark,50832123,R1101,Agency Staff Pay,2930.00,04/06/2015,People Group,
INSERTED DETAIL,200576,Badenoch & Clark,50830051,R1101,Agency Staff Pay,2172.00,04/06/2015,People Group,
INSERTED DETAIL,200576,Badenoch & Clark,50830050,R1101,Agency Staff Pay,2715.00,04/06/2015,People Group,
INSERTED DETAIL,200576,Badenoch & Clark,50830048,R1101,Agency Staff Pay,2715.00,04/06/2015,People Group,
INSERTED DETAIL,200576,Badenoch & Clark,50830049,R1101,Agency Staff Pay,2715.00,05/06/2015,People Group,
INSERTED DETAIL,200576,Badenoch & Clark,50836764,R1101,Agency Staff Pay,4837.50,11/06/2015,Resources,
INSERTED DETAIL,200576,Badenoch & Clark,50836765,R1101,Agency Staff Pay,2565.75,11/06/2015,Resources,
INSERTED DETAIL,200576,Badenoch & Clark,50834926,R1101,Agency Staff Pay,4840.23,11/06/2015,Resources,
INSERTED DETAIL,200576,Badenoch & Clark,50829419,R1101,Agency Staff Pay,2475.00,12/06/2015,People Group,
INSERTED DETAIL,200576,Badenoch & Clark,50821271,R1101,Agency Staff Pay,2475.00,12/06/2015,People Group,
INSERTED DETAIL,200576,Badenoch & Clark,50829421,R1101,Agency Staff Pay,2750.00,12/06/2015,People Group,
INSERTED DETAIL,200576,Badenoch & Clark,50829420,R1101,Agency Staff Pay,2200.00,12/06/2015,People Group,
INSERTED DETAIL,200576,Badenoch & Clark,50829506,R1101,Agency Staff Pay,2135.00,15/06/2015,Resources,
INSERTED DETAIL,200576,Badenoch & Clark,50834925,R1101,Agency Staff Pay,2135.00,15/06/2015,Resources,
INSERTED DETAIL,200576,Badenoch & Clark,50841619,R1101,Agency Staff Pay,825.00,17/06/2015,People Group,
INSERTED DETAIL,200576,Badenoch & Clark,50844332,R1101,Agency Staff Pay,1032.50,23/06/2015,Resources,
INSERTED DETAIL,200576,Badenoch & Clark,50844442,R1101,Agency Staff Pay,1180.00,23/06/2015,Resources,
INSERTED DETAIL,200576,Badenoch & Clark,50844331,R1101,Agency Staff Pay,1180.00,23/06/2015,Resources,
INSERTED DETAIL,200576,Badenoch & Clark,50844333,R1101,Agency Staff Pay,885.00,23/06/2015,Resources,
INSERTED DETAIL,200576,Badenoch & Clark,50842300,R1101,Agency Staff Pay,2135.00,24/06/2015,Resources,
INSERTED DETAIL,200576,Badenoch & Clark,50842319,R1101,Agency Staff Pay,-1708.00,24/06/2015,Resources,
INSERTED DETAIL,200576,Badenoch & Clark,50841680,R1101,Agency Staff Pay,2135.00,24/06/2015,Resources,
INSERTED DETAIL,200576,Badenoch & Clark,50841679,R1101,Agency Staff Pay,1708.00,24/06/2015,Resources,
INSERTED DETAIL,200576,Badenoch & Clark,50844315,R1101,Agency Staff Pay,2715.00,25/06/2015,People Group,
INSERTED DETAIL,200576,Badenoch & Clark,50844317,R1101,Agency Staff Pay,2715.00,25/06/2015,People Group,
INSERTED DETAIL,200576,Badenoch & Clark,50844316,R1101,Agency Staff Pay,2172.00,25/06/2015,People Group,
INSERTED DETAIL,200576,Badenoch & Clark,50844314,R1101,Agency Staff Pay,2715.00,25/06/2015,People Group,
INSERTED DETAIL,200576,Badenoch & Clark,50844852,R1101,Agency Staff Pay,2172.00,26/06/2015,Resources,
INSERTED DETAIL,200576,Badenoch & Clark,50844853,R1101,Agency Staff Pay,2715.00,26/06/2015,Resources,
INSERTED DETAIL,200576,Badenoch & Clark,50844854,R1101,Agency Staff Pay,2715.00,26/06/2015,Resources,
INSERTED DETAIL,200576,Badenoch & Clark,50844855,R1101,Agency Staff Pay,1086.00,26/06/2015,Resources,
INSERTED DETAIL,200576,Badenoch & Clark,50844856,R1101,Agency Staff Pay,2715.00,26/06/2015,Resources,
INSERTED DETAIL,200576,Badenoch & Clark,50841618,R1101,Agency Staff Pay,2200.00,30/06/2015,People Group,
INSERTED DETAIL,200576,Badenoch & Clark,50841620,R1101,Agency Staff Pay,2200.00,30/06/2015,People Group,
INSERTED DETAIL,200588,Bakers Commercial Services,50831278,R4915,Educational Visits Expenditure,1325.00,02/06/2015,Schools,
INSERTED DETAIL,200589,Balfour Beatty Living Places Ltd (****2460),50841186,R5707,Highways Maintenance Contract,217088.58,17/06/2015,Communities,
INSERTED DETAIL,200589,Balfour Beatty Living Places Ltd (****2460),50841188,R5707,Highways Maintenance Contract,1225455.86,17/06/2015,Communities,
INSERTED DETAIL,200589,Balfour Beatty Living Places Ltd (****2460),50841187,R5707,Highways Maintenance Contract,2194245.20,17/06/2015,Communities,
INSERTED DETAIL,221758,Baltimore Care Ltd,50839677,R5806,Residential Care (Adults),2388.00,15/06/2015,People Group,
INSERTED DETAIL,200593,Bambini Childcare Ltd,50841937,R6106,Private Providers - Early Years Funding,25440.32,22/06/2015,People Group,
INSERTED DETAIL,200594,Banana Moon Day Nursery (Grove House),50841938,R6106,Private Providers - Early Years Funding,3107.60,22/06/2015,People Group,
INSERTED DETAIL,226306,Banana Moon Day Nursery (Harbury),50842178,R6106,Private Providers - Early Years Funding,2945.93,22/06/2015,People Group,
INSERTED DETAIL,200596,Banbury & Evesham Area Quaker Meeting & Related Charities,50831882,R2201,Rent,3966.50,03/06/2015,Resources,
INSERTED DETAIL,100252,Bancroft Gardens,50839678,R5806,Residential Care (Adults),2177.68,15/06/2015,People Group,
INSERTED DETAIL,100252,Bancroft Gardens,50839678,R5806,Residential Care (Adults),2432.08,15/06/2015,People Group,
INSERTED DETAIL,100252,Bancroft Gardens,50839678,R5806,Residential Care (Adults),1714.29,15/06/2015,People Group,
INSERTED DETAIL,100015,Barchester Healthcare Homes Ltd T/A Cherry Trees Care Centre,50839714,R5806,Residential Care (Adults),14213.29,15/06/2015,People Group,
INSERTED DETAIL,100015,Barchester Healthcare Homes Ltd T/A Cherry Trees Care Centre,50839714,R5806,Residential Care (Adults),2560.84,15/06/2015,People Group,
INSERTED DETAIL,100015,Barchester Healthcare Homes Ltd T/A Cherry Trees Care Centre,50839714,R5806,Residential Care (Adults),12458.21,15/06/2015,People Group,
INSERTED DETAIL,100015,Barchester Healthcare Homes Ltd T/A Cherry Trees Care Centre,50839714,R5806,Residential Care (Adults),5007.88,15/06/2015,People Group,
INSERTED DETAIL,100057,Barchester Healthcare Ltd - Overslade House (****7129),50839865,R5806,Residential Care (Adults),9122.13,15/06/2015,People Group,
INSERTED DETAIL,100057,Barchester Healthcare Ltd - Overslade House (****7129),50839865,R5806,Residential Care (Adults),15228.58,15/06/2015,People Group,
INSERTED DETAIL,100057,Barchester Healthcare Ltd - Overslade House (****7129),50839865,R5806,Residential Care (Adults),2710.36,15/06/2015,People Group,
INSERTED DETAIL,100057,Barchester Healthcare Ltd - Overslade House (****7129),50839865,R5806,Residential Care (Adults),5598.74,15/06/2015,People Group,
INSERTED DETAIL,219023,Barchester Healthcare Ltd (Harper Fields),50839771,R5806,Residential Care (Adults),3952.00,15/06/2015,People Group,
INSERTED DETAIL,100021,Barchester Healthcare Ltd T/A Cubbington Mill Care Home,50839725,R5806,Residential Care (Adults),1946.64,15/06/2015,People Group,
INSERTED DETAIL,100021,Barchester Healthcare Ltd T/A Cubbington Mill Care Home,50839725,R5806,Residential Care (Adults),5927.36,15/06/2015,People Group,
INSERTED DETAIL,100021,Barchester Healthcare Ltd T/A Cubbington Mill Care Home,50839725,R5806,Residential Care (Adults),1813.68,15/06/2015,People Group,
INSERTED DETAIL,100021,Barchester Healthcare Ltd T/A Cubbington Mill Care Home,50839725,R5806,Residential Care (Adults),906.84,15/06/2015,People Group,
INSERTED DETAIL,200606,Barford Childrens Services Ltd t/a Acorns (0816),50840580,R5848,Residential Care (Children),-10038.10,15/06/2015,People Group,
INSERTED DETAIL,200606,Barford Childrens Services Ltd t/a Acorns (0816),50840580,R6107,SEN Statements Funding - Non-Maintained Schools,-5019.04,15/06/2015,People Group,
INSERTED DETAIL,224180,Barford Childrens Services Ltd t/a Woodland Retreat (0794),50831789,R5848,Residential Care (Children),14571.43,05/06/2015,People Group,
INSERTED DETAIL,200609,Barjane Ltd,50839425,R2201,Rent,9125.00,15/06/2015,Resources,
INSERTED DETAIL,200613,Barnardo Services Ltd (****6716),50841946,R6106,Private Providers - Early Years Funding,735.15,22/06/2015,People Group,
INSERTED DETAIL,200613,Barnardo Services Ltd (****6716),50841945,R6106,Private Providers - Early Years Funding,735.15,22/06/2015,People Group,
INSERTED DETAIL,200613,Barnardo Services Ltd (****6716),50841944,R6106,Private Providers - Early Years Funding,957.45,22/06/2015,People Group,
INSERTED DETAIL,200613,Barnardo Services Ltd (****6716),50841941,R6106,Private Providers - Early Years Funding,6014.58,22/06/2015,People Group,
INSERTED DETAIL,200613,Barnardo Services Ltd (****6716),50841943,R6106,Private Providers - Early Years Funding,588.12,22/06/2015,People Group,
INSERTED DETAIL,200612,Barnardo's (****9215),50831164,R5822,Foster Care Payments - External,4071.43,05/06/2015,People Group,
INSERTED DETAIL,200612,Barnardo's (****9215),50831166,R5822,Foster Care Payments - External,4392.86,05/06/2015,People Group,
INSERTED DETAIL,200612,Barnardo's (****9215),50831167,R5822,Foster Care Payments - External,3642.86,05/06/2015,People Group,
INSERTED DETAIL,200612,Barnardo's (****9215),50831165,R5822,Foster Care Payments - External,3780.00,24/06/2015,People Group,
INSERTED DETAIL,200619,Barnfield Care Agency,50838583,R5805,Homecare - External Domiciliary (Adults),1393.04,12/06/2015,People Group,
INSERTED DETAIL,226214,Barr's Hill School & Community College,50830374,R6107,SEN Statements Funding - Non-Maintained Schools,1143.00,19/06/2015,People Group,
INSERTED DETAIL,200634,Bawnmore Preschool,50841947,R6106,Private Providers - Early Years Funding,7558.04,22/06/2015,People Group,
INSERTED DETAIL,223642,Bayleaf Cookery School LLP,50826063,R4442,Professional Fees Curriculum,948.00,17/06/2015,Schools,
INSERTED DETAIL,228692,BDO Llp,50841848,R4443,Professional Fees Admin,3488.68,26/06/2015,Resources,
INSERTED DETAIL,223232,Beech Hill Grange Ltd,50839683,R5806,Residential Care (Adults),3466.28,15/06/2015,People Group,
INSERTED DETAIL,228492,Beechcroft Care Homes Ltd,50839684,R5806,Residential Care (Adults),1652.40,15/06/2015,People Group,
INSERTED DETAIL,200656,Beechwood Childcare Ltd,50841948,R6106,Private Providers - Early Years Funding,11645.63,22/06/2015,People Group,
INSERTED DETAIL,100009,Beechwood Gardens,50839685,R5806,Residential Care (Adults),4131.16,15/06/2015,People Group,
INSERTED DETAIL,210711,Beehive Day Nursery Barford,50842145,R6106,Private Providers - Early Years Funding,4205.06,22/06/2015,People Group,
INSERTED DETAIL,210711,Beehive Day Nursery Barford,50842146,R6106,Private Providers - Early Years Funding,8145.46,22/06/2015,People Group,
INSERTED DETAIL,200657,Beehive Day Nursery Rugby,50841949,R6106,Private Providers - Early Years Funding,17694.38,22/06/2015,People Group,
INSERTED DETAIL,200664,Bella Home Care Ltd,50834708,R1601,Training - External,4050.00,15/06/2015,People Group,
INSERTED DETAIL,100255,BEN - Motor and Allied Trades Benevolent Fu,50839956,R5806,Residential Care (Adults),8198.76,15/06/2015,People Group,
INSERTED DETAIL,100255,BEN - Motor and Allied Trades Benevolent Fu,50839956,R5806,Residential Care (Adults),4641.43,15/06/2015,People Group,
INSERTED DETAIL,100255,BEN - Motor and Allied Trades Benevolent Fu,50839956,R5806,Residential Care (Adults),4216.52,15/06/2015,People Group,
INSERTED DETAIL,100255,BEN - Motor and Allied Trades Benevolent Fu,50839956,R5806,Residential Care (Adults),20313.47,15/06/2015,People Group,
INSERTED DETAIL,220806,Bennetts Castle Ltd,50839686,R5806,Residential Care (Adults),1852.00,15/06/2015,People Group,
INSERTED DETAIL,215921,Bennfield Surgery,50846225,R5702,Payments to External Contractors,1105.30,30/06/2015,Communities,
INSERTED DETAIL,100010,Bentley House Ltd (Care Centre),50839687,R5806,Residential Care (Adults),12754.56,15/06/2015,People Group,
INSERTED DETAIL,100010,Bentley House Ltd (Care Centre),50839687,R5806,Residential Care (Adults),9225.76,15/06/2015,People Group,
INSERTED DETAIL,100010,Bentley House Ltd (Care Centre),50839687,R5806,Residential Care (Adults),7829.76,15/06/2015,People Group,
INSERTED DETAIL,100010,Bentley House Ltd (Care Centre),50839687,R5806,Residential Care (Adults),1859.04,15/06/2015,People Group,
INSERTED DETAIL,100010,Bentley House Ltd (Care Centre),50839687,R5806,Residential Care (Adults),2032.64,15/06/2015,People Group,
INSERTED DETAIL,100256,Benvarden Retirement Home,50839688,R5806,Residential Care (Adults),1832.04,15/06/2015,People Group,
INSERTED DETAIL,100256,Benvarden Retirement Home,50839688,R5806,Residential Care (Adults),1832.04,15/06/2015,People Group,
INSERTED DETAIL,100391,Be-Smart,50839680,R5806,Residential Care (Adults),4795.56,15/06/2015,People Group,
INSERTED DETAIL,202881,Bibliotheca Ltd,50831621,R4058,Books,720.72,02/06/2015,Resources,
INSERTED DETAIL,202881,Bibliotheca Ltd,50847122,R4058,Books,590.52,30/06/2015,Resources,
INSERTED DETAIL,210919,Biffa Municipal Ltd (****2821),50831204,R4018,Equipment Repair & Maintenance,4017.00,01/06/2015,Communities,
INSERTED DETAIL,210919,Biffa Municipal Ltd (****2821),50831205,R4018,Equipment Repair & Maintenance,1361.00,01/06/2015,Communities,
INSERTED DETAIL,210919,Biffa Municipal Ltd (****2821),50834710,R5206,Excess / Bulk haulage,2365.99,09/06/2015,Communities,
INSERTED DETAIL,210919,Biffa Municipal Ltd (****2821),50834710,R5206,Excess / Bulk haulage,2578.49,09/06/2015,Communities,
INSERTED DETAIL,210919,Biffa Municipal Ltd (****2821),50837530,R4010,Equipment Hire,650.10,11/06/2015,Communities,
INSERTED DETAIL,210919,Biffa Municipal Ltd (****2821),50837530,R4010,Equipment Hire,774.60,11/06/2015,Communities,
INSERTED DETAIL,210919,Biffa Municipal Ltd (****2821),50837531,R4010,Equipment Hire,599.40,11/06/2015,Communities,
INSERTED DETAIL,210919,Biffa Municipal Ltd (****2821),50840376,R5702,Payments to External Contractors,3802.19,19/06/2015,Communities,
INSERTED DETAIL,210919,Biffa Municipal Ltd (****2821),50840376,R5702,Payments to External Contractors,3802.19,19/06/2015,Communities,
INSERTED DETAIL,210919,Biffa Municipal Ltd (****2821),50840376,R5702,Payments to External Contractors,3802.19,19/06/2015,Communities,
INSERTED DETAIL,210919,Biffa Municipal Ltd (****2821),50844664,R4018,Equipment Repair & Maintenance,2353.00,29/06/2015,Communities,
