"setparameter select to_char(sysdate,'DD/MM/YYYY' ) as today from dual ",,,,,,,,,,,,,
,Supplier id,Supplier Name,Transno,Account,Description,Amount,Pay Date,Group,,,,,
INSERTED DETAIL,213122,Avon Support Ltd,51030517,R5810,Adult Day Care,1009.85,27/05/2016,People Group,,,,,
INSERTED DETAIL,213122,Avon Support Ltd,51030521,R5810,Adult Day Care,2018.94,27/05/2016,People Group,,,,,
INSERTED DETAIL,213122,Avon Support Ltd,51030522,R5810,Adult Day Care,637.80,27/05/2016,People Group,,,,,
INSERTED DETAIL,213122,Avon Support Ltd,51030530,R5810,Adult Day Care,1009.85,27/05/2016,People Group,,,,,
INSERTED DETAIL,213122,Avon Support Ltd,51030531,R5810,Adult Day Care,2018.94,27/05/2016,People Group,,,,,
INSERTED DETAIL,213122,Avon Support Ltd,51030532,R5810,Adult Day Care,1009.85,27/05/2016,People Group,,,,,
INSERTED DETAIL,213122,Avon Support Ltd,51030535,R5810,Adult Day Care,1009.85,27/05/2016,People Group,,,,,
INSERTED DETAIL,213122,Avon Support Ltd,51030536,R5810,Adult Day Care,1009.85,27/05/2016,People Group,,,,,
INSERTED DETAIL,213122,Avon Support Ltd,51030538,R5810,Adult Day Care,797.25,27/05/2016,People Group,,,,,
INSERTED DETAIL,213122,Avon Support Ltd,51030539,R5810,Adult Day Care,584.65,27/05/2016,People Group,,,,,
INSERTED DETAIL,213122,Avon Support Ltd,51030540,R5810,Adult Day Care,1869.80,27/05/2016,People Group,,,,,
INSERTED DETAIL,213122,Avon Support Ltd,51030541,R5810,Adult Day Care,1241.92,27/05/2016,People Group,,,,,
INSERTED DETAIL,213122,Avon Support Ltd,51030576,R5810,Adult Day Care,1730.52,27/05/2016,People Group,,,,,
INSERTED DETAIL,200534,Avon Workshop Supplies,51026901,R4030,Materials,843.85,23/05/2016,Communities,,,,,
INSERTED DETAIL,200534,Avon Workshop Supplies,51026947,R4030,Materials,513.60,27/05/2016,Communities,,,,,
INSERTED DETAIL,216249,Avonside Health Centre,51017786,R5702,Payments to External Contractors,2951.74,06/05/2016,Communities,,,,,
INSERTED DETAIL,216249,Avonside Health Centre,51028805,R5702,Payments to External Contractors,1083.55,27/05/2016,Communities,,,,,
INSERTED DETAIL,213427,Aylesford School And Sixth Form College (Academy),51023074,R6107,SEN Statements Funding - Non-Maintained Schools,2455.00,18/05/2016,People Group,,,,,
,,B.D. FUELS LIMITED,CHAPS,,,612.15,06/06/2016,,,,,,
INSERTED DETAIL,200576,Badenoch & Clark,51003043,R1101,Agency Staff Pay,2135.00,06/05/2016,Resources,,,,,
INSERTED DETAIL,200576,Badenoch & Clark,51003487,R1101,Agency Staff Pay,1708.00,06/05/2016,Resources,,,,,
INSERTED DETAIL,200576,Badenoch & Clark,51004957,R1101,Agency Staff Pay,2092.00,06/05/2016,People Group,,,,,
INSERTED DETAIL,200576,Badenoch & Clark,51006445,R1101,Agency Staff Pay,2475.00,06/05/2016,People Group,,,,,
INSERTED DETAIL,200576,Badenoch & Clark,51006467,R1101,Agency Staff Pay,1375.00,06/05/2016,People Group,,,,,
INSERTED DETAIL,200576,Badenoch & Clark,51006470,R1101,Agency Staff Pay,2475.00,06/05/2016,People Group,,,,,
INSERTED DETAIL,200576,Badenoch & Clark,51006473,R1101,Agency Staff Pay,2750.00,06/05/2016,People Group,,,,,
INSERTED DETAIL,200576,Badenoch & Clark,51006480,R1101,Agency Staff Pay,2475.00,06/05/2016,People Group,,,,,
INSERTED DETAIL,200576,Badenoch & Clark,51006864,R1101,Agency Staff Pay,1840.00,13/05/2016,Resources,,,,,
INSERTED DETAIL,200576,Badenoch & Clark,51006865,R1101,Agency Staff Pay,1708.00,13/05/2016,Resources,,,,,
INSERTED DETAIL,200576,Badenoch & Clark,51007232,R1101,Agency Staff Pay,-2135.00,13/05/2016,Resources,,,,,
INSERTED DETAIL,200576,Badenoch & Clark,51007233,R1101,Agency Staff Pay,-2135.00,13/05/2016,Resources,,,,,
INSERTED DETAIL,200576,Badenoch & Clark,51007234,R1101,Agency Staff Pay,-2135.00,13/05/2016,Resources,,,,,
INSERTED DETAIL,200576,Badenoch & Clark,51007235,R1101,Agency Staff Pay,-2135.00,13/05/2016,Resources,,,,,
INSERTED DETAIL,200576,Badenoch & Clark,51007333,R1101,Agency Staff Pay,2172.00,13/05/2016,People Group,,,,,
INSERTED DETAIL,200576,Badenoch & Clark,51009834,R1101,Agency Staff Pay,1708.00,20/05/2016,Resources,,,,,
INSERTED DETAIL,200576,Badenoch & Clark,51009840,R1101,Agency Staff Pay,1708.00,20/05/2016,Resources,,,,,
INSERTED DETAIL,200576,Badenoch & Clark,51010684,R4443,Professional Fees Admin,656.18,13/05/2016,Resources,,,,,
INSERTED DETAIL,200576,Badenoch & Clark,51011192,R1101,Agency Staff Pay,-1708.00,25/05/2016,Resources,,,,,
INSERTED DETAIL,200576,Badenoch & Clark,51011218,R1101,Agency Staff Pay,2715.00,25/05/2016,People Group,,,,,
INSERTED DETAIL,200576,Badenoch & Clark,51011558,R1101,Agency Staff Pay,2135.00,25/05/2016,Resources,,,,,
INSERTED DETAIL,200576,Badenoch & Clark,51011689,R1101,Agency Staff Pay,8255.52,19/05/2016,Resources,,,,,
INSERTED DETAIL,200576,Badenoch & Clark,51014531,R1101,Agency Staff Pay,1225.13,25/05/2016,Resources,,,,,
INSERTED DETAIL,200576,Badenoch & Clark,51025557,R1101,Agency Staff Pay,2615.00,20/05/2016,People Group,,,,,
INSERTED DETAIL,200576,Badenoch & Clark,51025565,R1101,Agency Staff Pay,2615.00,20/05/2016,People Group,,,,,
INSERTED DETAIL,200576,Badenoch & Clark,51028007,R1101,Agency Staff Pay,2715.00,25/05/2016,People Group,,,,,
INSERTED DETAIL,200589,Balfour Beatty Living Places Ltd (****2460),51026307,R5707,Highways Maintenance Contract,508762.43,20/05/2016,Communities,,,,,
INSERTED DETAIL,200589,Balfour Beatty Living Places Ltd (****2460),51026308,R5707,Highways Maintenance Contract,-447131.98,20/05/2016,Communities,,,,,
INSERTED DETAIL,200589,Balfour Beatty Living Places Ltd (****2460),51026309,R5707,Highways Maintenance Contract,2707640.80,20/05/2016,Communities,,,,,
INSERTED DETAIL,100252,Bancroft Gardens,51023210,R5806,Residential Care (Adults),2210.40,16/05/2016,People Group,,,,,
INSERTED DETAIL,100252,Bancroft Gardens,51023210,R5806,Residential Care (Adults),4432.20,16/05/2016,People Group,,,,,
INSERTED DETAIL,100252,Bancroft Gardens,51023210,R5806,Residential Care (Adults),11400.00,16/05/2016,People Group,,,,,
INSERTED DETAIL,100015,Barchester Healthcare Homes Ltd T/A Cherry Trees Care Centre,51023247,R5806,Residential Care (Adults),5769.76,16/05/2016,People Group,,,,,
INSERTED DETAIL,100015,Barchester Healthcare Homes Ltd T/A Cherry Trees Care Centre,51023247,R5806,Residential Care (Adults),1854.32,16/05/2016,People Group,,,,,
INSERTED DETAIL,100015,Barchester Healthcare Homes Ltd T/A Cherry Trees Care Centre,51023247,R5806,Residential Care (Adults),6631.08,16/05/2016,People Group,,,,,
INSERTED DETAIL,100015,Barchester Healthcare Homes Ltd T/A Cherry Trees Care Centre,51023247,R5806,Residential Care (Adults),10195.86,16/05/2016,People Group,,,,,
INSERTED DETAIL,100015,Barchester Healthcare Homes Ltd T/A Cherry Trees Care Centre,51023247,R5806,Residential Care (Adults),3492.96,16/05/2016,People Group,,,,,
INSERTED DETAIL,100057,Barchester Healthcare Ltd - Overslade House (****7129),51023389,R5806,Residential Care (Adults),2960.44,16/05/2016,People Group,,,,,
INSERTED DETAIL,100057,Barchester Healthcare Ltd - Overslade House (****7129),51023389,R5806,Residential Care (Adults),-1679.85,16/05/2016,People Group,,,,,
INSERTED DETAIL,100057,Barchester Healthcare Ltd - Overslade House (****7129),51023389,R5806,Residential Care (Adults),2710.36,16/05/2016,People Group,,,,,
INSERTED DETAIL,100057,Barchester Healthcare Ltd - Overslade House (****7129),51023389,R5806,Residential Care (Adults),851.58,16/05/2016,People Group,,,,,
INSERTED DETAIL,219023,Barchester Healthcare Ltd (Harper Fields),51023305,R5806,Residential Care (Adults),3952.00,16/05/2016,People Group,,,,,
INSERTED DETAIL,100021,Barchester Healthcare Ltd T/A Cubbington Mill Care Home,51023260,R5806,Residential Care (Adults),4149.96,16/05/2016,People Group,,,,,
INSERTED DETAIL,100021,Barchester Healthcare Ltd T/A Cubbington Mill Care Home,51023260,R5806,Residential Care (Adults),5549.88,16/05/2016,People Group,,,,,
INSERTED DETAIL,100021,Barchester Healthcare Ltd T/A Cubbington Mill Care Home,51023260,R5806,Residential Care (Adults),1849.96,16/05/2016,People Group,,,,,
INSERTED DETAIL,100021,Barchester Healthcare Ltd T/A Cubbington Mill Care Home,51023260,R5806,Residential Care (Adults),1946.64,16/05/2016,People Group,,,,,
INSERTED DETAIL,224182,Barford Childrens Services Ltd t/a The Oaks (0751),51011369,R5848,Residential Care (Children),540.00,25/05/2016,People Group,,,,,
INSERTED DETAIL,224182,Barford Childrens Services Ltd t/a The Oaks (0751),51011370,R5848,Residential Care (Children),13714.29,25/05/2016,People Group,,,,,
INSERTED DETAIL,200613,Barnardo Services Ltd (****6716),51030404,R6106,Private Providers - Early Years Funding,576.36,27/05/2016,People Group,,,,,
INSERTED DETAIL,200613,Barnardo Services Ltd (****6716),51030405,R6106,Private Providers - Early Years Funding,645.00,27/05/2016,People Group,,,,,
INSERTED DETAIL,200619,Barnfield Care Agency,51004544,R5805,Homecare - External Domiciliary (Adults),707.34,06/05/2016,People Group,,,,,
INSERTED DETAIL,200619,Barnfield Care Agency,51004564,R5805,Homecare - External Domiciliary (Adults),1086.32,06/05/2016,People Group,,,,,
INSERTED DETAIL,200619,Barnfield Care Agency,51013533,R5805,Homecare - External Domiciliary (Adults),577.40,12/05/2016,People Group,,,,,
INSERTED DETAIL,200619,Barnfield Care Agency,51013535,R5805,Homecare - External Domiciliary (Adults),1804.48,12/05/2016,People Group,,,,,
INSERTED DETAIL,200619,Barnfield Care Agency,51013537,R5805,Homecare - External Domiciliary (Adults),505.40,12/05/2016,People Group,,,,,
INSERTED DETAIL,200619,Barnfield Care Agency,51013540,R5805,Homecare - External Domiciliary (Adults),541.40,12/05/2016,People Group,,,,,
INSERTED DETAIL,200619,Barnfield Care Agency,51013547,R5805,Homecare - External Domiciliary (Adults),685.68,12/05/2016,People Group,,,,,
INSERTED DETAIL,200619,Barnfield Care Agency,51013569,R5805,Homecare - External Domiciliary (Adults),688.49,12/05/2016,People Group,,,,,
INSERTED DETAIL,200619,Barnfield Care Agency,51013573,R5805,Homecare - External Domiciliary (Adults),559.40,12/05/2016,People Group,,,,,
INSERTED DETAIL,200619,Barnfield Care Agency,51013586,R5805,Homecare - External Domiciliary (Adults),1010.52,12/05/2016,People Group,,,,,
INSERTED DETAIL,200619,Barnfield Care Agency,51023929,R5805,Homecare - External Domiciliary (Adults),905.86,26/05/2016,People Group,,,,,
INSERTED DETAIL,225354,Barradell Achievement Fund,51017273,R5801,Other Child Care,2000.00,06/05/2016,People Group,,,,,
INSERTED DETAIL,999982,Barwood Homes Ltd,51017021,R2012,Refund of Deposits,1500.00,09/05/2016,Communities,,,,,
INSERTED DETAIL,230902,Beautiful Minds Promotions Ltd,51008094,R4311,Publicity,1800.00,04/05/2016,Resources,,,,,
INSERTED DETAIL,219022,Bedworth Branch of the Parachute Regt,51025068,R4612,Projects,4000.00,23/05/2016,Communities,,,,,
INSERTED DETAIL,208680,Bedworth Heath Community Centre,51011076,R2202,Rent - Service Charges,1792.02,18/05/2016,People Group,,,,,
INSERTED DETAIL,208680,Bedworth Heath Community Centre,51011077,R2292,Internal Expenditure - Rents/Leases/Hire Charges for Premises Recharge,3281.25,18/05/2016,People Group,,,,,
INSERTED DETAIL,999982,Bedworth Heath Community Centre,51023988,R5501,Grants to Organisations & Voluntary Bodies,3000.00,18/05/2016,Communities,,,,,
INSERTED DETAIL,200655,Bedworth Rugby and Nuneaton Cab,51025151,R5501,Grants to Organisations & Voluntary Bodies,90000.00,25/05/2016,Communities,,,,,
INSERTED DETAIL,223232,Beech Hill Grange Ltd,51023216,R5806,Residential Care (Adults),3572.12,16/05/2016,People Group,,,,,
INSERTED DETAIL,221170,Beech Tree Medical Practice M84065,51017789,R5702,Payments to External Contractors,1086.36,06/05/2016,Communities,,,,,
INSERTED DETAIL,100009,Beechwood Gardens,51023217,R5806,Residential Care (Adults),2080.00,16/05/2016,People Group,,,,,
INSERTED DETAIL,230245,Bell Lodge Care Home,50974413,R5806,Residential Care (Adults),16320.00,19/05/2016,People Group,,,,,
INSERTED DETAIL,230245,Bell Lodge Care Home,50992957,R5806,Residential Care (Adults),2040.00,19/05/2016,People Group,,,,,
INSERTED DETAIL,230245,Bell Lodge Care Home,51006953,R5806,Residential Care (Adults),2040.00,19/05/2016,People Group,,,,,
INSERTED DETAIL,230245,Bell Lodge Care Home,51023218,R5806,Residential Care (Adults),2040.00,19/05/2016,People Group,,,,,
INSERTED DETAIL,100255,BEN - Motor and Allied Trades Benevolent Fu,51023473,R5806,Residential Care (Adults),7415.12,16/05/2016,People Group,,,,,
INSERTED DETAIL,100255,BEN - Motor and Allied Trades Benevolent Fu,51023473,R5806,Residential Care (Adults),2198.80,16/05/2016,People Group,,,,,
INSERTED DETAIL,100255,BEN - Motor and Allied Trades Benevolent Fu,51023473,R5806,Residential Care (Adults),13352.36,16/05/2016,People Group,,,,,
INSERTED DETAIL,220806,Bennetts Castle Ltd,51023219,R5806,Residential Care (Adults),1852.00,16/05/2016,People Group,,,,,
INSERTED DETAIL,215921,Bennfield Surgery,51017832,R5702,Payments to External Contractors,665.51,06/05/2016,Communities,,,,,
INSERTED DETAIL,100010,Bentley House Ltd (Care Centre),51023220,R5806,Residential Care (Adults),21666.19,16/05/2016,People Group,,,,,
INSERTED DETAIL,100010,Bentley House Ltd (Care Centre),51023220,R5806,Residential Care (Adults),9404.88,16/05/2016,People Group,,,,,
INSERTED DETAIL,100010,Bentley House Ltd (Care Centre),51023220,R5806,Residential Care (Adults),4219.41,16/05/2016,People Group,,,,,
INSERTED DETAIL,100010,Bentley House Ltd (Care Centre),51023220,R5806,Residential Care (Adults),2112.64,16/05/2016,People Group,,,,,
INSERTED DETAIL,216958,Bentley International Ltd,51003171,R4512,Software,113058.08,06/05/2016,Communities,,,,,
INSERTED DETAIL,225795,Bentley Systems UK Ltd,51003250,R5702,Payments to External Contractors,8400.00,06/05/2016,Communities,,,,,
INSERTED DETAIL,100256,Benvarden Retirement Home,51023221,R5806,Residential Care (Adults),2301.08,16/05/2016,People Group,,,,,
INSERTED DETAIL,100256,Benvarden Retirement Home,51023221,R5806,Residential Care (Adults),1864.72,16/05/2016,People Group,,,,,
INSERTED DETAIL,100391,Be-Smart South West Ltd,51023213,R5806,Residential Care (Adults),4843.65,16/05/2016,People Group,,,,,
INSERTED DETAIL,202881,Bibliotheca Ltd,51026117,R4058,Books,551.60,20/05/2016,Resources,,,,,
INSERTED DETAIL,221218,Bidford Health Centre,51017784,R5702,Payments to External Contractors,652.99,06/05/2016,Communities,,,,,
INSERTED DETAIL,221218,Bidford Health Centre,51028806,R5702,Payments to External Contractors,699.44,27/05/2016,Communities,,,,,
INSERTED DETAIL,210919,Biffa Municipal Ltd (****2821),51004325,R5702,Payments to External Contractors,2000.00,12/05/2016,Communities,,,,,
INSERTED DETAIL,210919,Biffa Municipal Ltd (****2821),51023699,R5702,Payments to External Contractors,24095.47,19/05/2016,Communities,,,,,
INSERTED DETAIL,200707,Biffa Waste Services Ltd  ****6375,51015046,R5702,Payments to External Contractors,132470.05,04/05/2016,Communities,,,,,
INSERTED DETAIL,100011,Bilton House,51023222,R5806,Residential Care (Adults),3806.32,16/05/2016,People Group,,,,,
INSERTED DETAIL,100011,Bilton House,51023222,R5806,Residential Care (Adults),1658.32,16/05/2016,People Group,,,,,
INSERTED DETAIL,100011,Bilton House,51023222,R5806,Residential Care (Adults),1658.32,16/05/2016,People Group,,,,,
INSERTED DETAIL,100011,Bilton House,51023222,R5806,Residential Care (Adults),2332.40,16/05/2016,People Group,,,,,
INSERTED DETAIL,213422,Bilton School Academy,51008316,R5604,Commissioned Works,3240.00,11/05/2016,People Group,,,,,
INSERTED DETAIL,213422,Bilton School Academy,51008349,R5604,Commissioned Works,5440.00,11/05/2016,People Group,,,,,
INSERTED DETAIL,213422,Bilton School Academy,51008353,R5604,Commissioned Works,675.00,11/05/2016,People Group,,,,,
INSERTED DETAIL,213422,Bilton School Academy,51023064,R6107,SEN Statements Funding - Non-Maintained Schools,6562.00,18/05/2016,People Group,,,,,
INSERTED DETAIL,218042,Birchwood Primary School (Academy),51023053,R6107,SEN Statements Funding - Non-Maintained Schools,715.00,18/05/2016,People Group,,,,,
INSERTED DETAIL,221264,Birk & Nagra Chemists,51024828,R5702,Payments to External Contractors,787.51,19/05/2016,Communities,,,,,
INSERTED DETAIL,211737,Birmingham City Council,51028189,R6107,SEN Statements Funding - Non-Maintained Schools,3066.38,25/05/2016,People Group,,,,,
INSERTED DETAIL,211737,Birmingham City Council,51028208,R6107,SEN Statements Funding - Non-Maintained Schools,3504.62,25/05/2016,People Group,,,,,
INSERTED DETAIL,200761,Blakemore Food Service Ltd,51019319,R2709,Cleaning Materials,805.21,10/05/2016,Resources,,,,,
INSERTED DETAIL,200761,Blakemore Food Service Ltd,51019319,R4104,Food Costs / Provisions,21461.15,10/05/2016,Resources,,,,,
INSERTED DETAIL,200761,Blakemore Food Service Ltd,51021903,R4104,Food Costs / Provisions,31211.37,13/05/2016,Resources,,,,,
INSERTED DETAIL,200761,Blakemore Food Service Ltd,51027050,R4104,Food Costs / Provisions,30997.94,25/05/2016,Resources,,,,,
INSERTED DETAIL,200761,Blakemore Food Service Ltd,51027050,R2709,Cleaning Materials,920.82,25/05/2016,Resources,,,,,
INSERTED DETAIL,200761,Blakemore Food Service Ltd,51030319,R2709,Cleaning Materials,801.01,31/05/2016,Resources,,,,,
INSERTED DETAIL,200761,Blakemore Food Service Ltd,51030319,R4103,Catering Disposables,510.34,31/05/2016,Resources,,,,,
INSERTED DETAIL,200761,Blakemore Food Service Ltd,51030319,R4104,Food Costs / Provisions,29810.22,31/05/2016,Resources,,,,,
INSERTED DETAIL,225089,Blanchworth Care (Alsager Court Care Home),51023196,R5806,Residential Care (Adults),1868.40,16/05/2016,People Group,,,,,
INSERTED DETAIL,228540,Bloxham School,51008343,R6107,SEN Statements Funding - Non-Maintained Schools,8050.00,11/05/2016,People Group,,,,,
INSERTED DETAIL,200767,Blue Arrow Ltd,51006364,R1101,Agency Staff Pay,2378.20,13/05/2016,Resources,,,,,
INSERTED DETAIL,200767,Blue Arrow Ltd,51010167,R1101,Agency Staff Pay,2378.20,20/05/2016,Resources,,,,,
INSERTED DETAIL,200767,Blue Arrow Ltd,51013962,R1101,Agency Staff Pay,2378.20,27/05/2016,Resources,,,,,
INSERTED DETAIL,200767,Blue Arrow Ltd,51025506,R1101,Agency Staff Pay,1426.92,19/05/2016,Resources,,,,,
INSERTED DETAIL,200768,Blue Chip Data Systems Ltd,51019637,R4512,Software,5185.00,13/05/2016,Communities,,,,,
INSERTED DETAIL,223453,Blue Mar Ltd (Haunton Hall),51023306,R5806,Residential Care (Adults),1557.96,16/05/2016,People Group,,,,,
INSERTED DETAIL,219670,Bluebird Care (Solihull),51014899,R5805,Homecare - External Domiciliary (Adults),595.00,19/05/2016,People Group,,,,,
INSERTED DETAIL,219670,Bluebird Care (Solihull),51023160,R5805,Homecare - External Domiciliary (Adults),684.19,13/05/2016,People Group,,,,,
INSERTED DETAIL,219670,Bluebird Care (Solihull),51023170,R5805,Homecare - External Domiciliary (Adults),653.61,13/05/2016,People Group,,,,,
INSERTED DETAIL,205626,Bluebird Care (Stratford & Warwick),51000803,R5805,Homecare - External Domiciliary (Adults),690.80,04/05/2016,People Group,,,,,
INSERTED DETAIL,205626,Bluebird Care (Stratford & Warwick),51023707,R5805,Homecare - External Domiciliary (Adults),823.19,27/05/2016,People Group,,,,,
INSERTED DETAIL,205626,Bluebird Care (Stratford & Warwick),51023927,R5805,Homecare - External Domiciliary (Adults),649.57,16/05/2016,People Group,,,,,
INSERTED DETAIL,225938,BM Care Warwick Ltd,51023228,R5806,Residential Care (Adults),2600.00,16/05/2016,People Group,,,,,
INSERTED DETAIL,225938,BM Care Warwick Ltd,51023228,R5806,Residential Care (Adults),7178.92,16/05/2016,People Group,,,,,
INSERTED DETAIL,225938,BM Care Warwick Ltd,51023228,R5806,Residential Care (Adults),2017.58,16/05/2016,People Group,,,,,
INSERTED DETAIL,225938,BM Care Warwick Ltd,51023228,R5806,Residential Care (Adults),3970.32,16/05/2016,People Group,,,,,
