organisation_name,org_uri_code,effective_date,unique_property_reference_number,unique_asset_id,name_of_building_land_or_both,street_number,street_name,postal_town,uk_postcode,coordinate_reference_system,easting,northing,geopoint_licensing_uri,tenure_type,tenure_detail,other_tenure,holding_type,size_of_building,size_of_land,effective_service_delivery_government_services_function_label,effective_service_delivery_government_services_function_code,purpose,localism_act,total_building_operation_costs,required_maintenance_costs,suitability_rating,energy_performance_dec_rating,title_number,inspire_url
Warwickshire County Council,http://data.ordnancesurvey.co.uk/id/7000000000010049,30/03/2022,100071000000,1140,St Thomas More Catholic School & 6th Form College,,Greenmoor Road,Nuneaton,CV10 7EX,OSGB36,435330,291140,http://www.ordnancesurvey.co.uk/business-and-government/help-and-support/public-sector/guidance/derived-data-exemptions.html,Freehold,Part or Wholly let out on Leasehold or Licence,n/a,Land with a permanent building,9333.45,0,Education and learning,23,To Follow,n/a,Not Currently Available,1498169.68,Not Currently Available,"C, D",To Follow,http://maps.warwickshire.gov.uk/inspire/
Warwickshire County Council,http://data.ordnancesurvey.co.uk/id/7000000000010049,30/03/2022,100071000000,1141,Abbey CE Infant School,,Aston Road,Nuneaton,CV11 5EL,OSGB36,435670,292420,http://www.ordnancesurvey.co.uk/business-and-government/help-and-support/public-sector/guidance/derived-data-exemptions.html,Freehold,Occupied by the Local Authority,n/a,Land with a permanent building,1456.65,0,Education and learning,23,To Follow,n/a,Not Currently Available,78224.56,Not Currently Available,E,To Follow,http://maps.warwickshire.gov.uk/inspire/
Warwickshire County Council,http://data.ordnancesurvey.co.uk/id/7000000000010049,30/03/2022,100071000000,1142,All Saints CE Primary School,,Knebley Crescent,Nuneaton,CV10 7AT,OSGB36,436310,290240,http://www.ordnancesurvey.co.uk/business-and-government/help-and-support/public-sector/guidance/derived-data-exemptions.html,Other,Vested in Trustees,n/a,Land with a permanent building,1331.23,0,Education and learning,23,To Follow,n/a,Not Currently Available,521200.56,Not Currently Available,D,To Follow,http://maps.warwickshire.gov.uk/inspire/
Warwickshire County Council,http://data.ordnancesurvey.co.uk/id/7000000000010049,30/03/2022,100071000000,1143,Queen's Church of England Academy (Academy),,Bentley Road,Nuneaton,CV11 5LR,OSGB36,435260,291740,http://www.ordnancesurvey.co.uk/business-and-government/help-and-support/public-sector/guidance/derived-data-exemptions.html,Freehold,Part or Wholly let out on Leasehold or Licence,n/a,Land with a permanent building,2662.42,0,Education and learning,23,To Follow,n/a,Not Currently Available,585157.02,Not Currently Available,D,To Follow,http://maps.warwickshire.gov.uk/inspire/
Warwickshire County Council,http://data.ordnancesurvey.co.uk/id/7000000000010049,30/03/2022,100071000000,1144,Galley Common Infant School,,Plough Hill Road,Nuneaton,CV10 9NZ,OSGB36,431780,292290,http://www.ordnancesurvey.co.uk/business-and-government/help-and-support/public-sector/guidance/derived-data-exemptions.html,Both Freehold & Leasehold,Occupied by the Local Authority,n/a,Land with a permanent building,802.39,0,Education and learning,23,To Follow,n/a,Not Currently Available,146065.54,Not Currently Available,E,To Follow,http://maps.warwickshire.gov.uk/inspire/
Warwickshire County Council,http://data.ordnancesurvey.co.uk/id/7000000000010049,30/03/2022,100071000000,1145,Park Lane Primary School (Academy),,Park Lane,Nuneaton,CV10 8LU,OSGB36,431990,291180,http://www.ordnancesurvey.co.uk/business-and-government/help-and-support/public-sector/guidance/derived-data-exemptions.html,Freehold,Part or Wholly let out on Leasehold or Licence,n/a,Land with a permanent building,2506.04,0,Education and learning,23,To Follow,n/a,Not Currently Available,324223.51,Not Currently Available,C,To Follow,http://maps.warwickshire.gov.uk/inspire/
Warwickshire County Council,http://data.ordnancesurvey.co.uk/id/7000000000010049,30/03/2022,100071000000,1146,Chetwynd Junior School,,Caroline Close,Nuneaton,CV11 4SE,OSGB36,438010,289310,http://www.ordnancesurvey.co.uk/business-and-government/help-and-support/public-sector/guidance/derived-data-exemptions.html,Freehold,Occupied by the Local Authority,n/a,Land with a permanent building,2471.47,0,Education and learning,23,To Follow,n/a,Not Currently Available,1047471.13,Not Currently Available,C,To Follow,http://maps.warwickshire.gov.uk/inspire/
Warwickshire County Council,http://data.ordnancesurvey.co.uk/id/7000000000010049,30/03/2022,10000231046,1147,Former Freeway Centre - Site for Extra Care Home,Withheld,Withheld,Withheld,CV11,OSGB36,0,0,http://www.ordnancesurvey.co.uk/business-and-government/help-and-support/public-sector/guidance/derived-data-exemptions.html,Freehold,Vacant,n/a,Land only,0,0.3033,"Government, citizens and rights",42,To Follow,n/a,Not Currently Available,214404.32,Not Currently Available,D,To Follow,http://maps.warwickshire.gov.uk/inspire/
Warwickshire County Council,http://data.ordnancesurvey.co.uk/id/7000000000010049,30/03/2022,100071000000,1152,Glendale Infant School,,Skye Close,Nuneaton,CV10 7LW,OSGB36,434780,290760,http://www.ordnancesurvey.co.uk/business-and-government/help-and-support/public-sector/guidance/derived-data-exemptions.html,Freehold,Part or Wholly let out on Leasehold or Licence,n/a,Land with a permanent building,1597.58,0,Education and learning,23,To Follow,n/a,Not Currently Available,686547.04,Not Currently Available,C,To Follow,http://maps.warwickshire.gov.uk/inspire/
Warwickshire County Council,http://data.ordnancesurvey.co.uk/id/7000000000010049,30/03/2022,100071000000,1153,Chilvers Coton Community Infant School,,Frank Street,Nuneaton,CV11 5RB,OSGB36,435860,291190,http://www.ordnancesurvey.co.uk/business-and-government/help-and-support/public-sector/guidance/derived-data-exemptions.html,Freehold,Occupied by the Local Authority,n/a,Land with a permanent building,1623.07,0,Education and learning,23,To Follow,n/a,Not Currently Available,293795.62,Not Currently Available,D,To Follow,http://maps.warwickshire.gov.uk/inspire/
Warwickshire County Council,http://data.ordnancesurvey.co.uk/id/7000000000010049,30/03/2022,100071000000,1155,Land at The Former Griff School,Withheld,Withheld,Withheld,CV10,OSGB36,0,0,http://www.ordnancesurvey.co.uk/business-and-government/help-and-support/public-sector/guidance/derived-data-exemptions.html,Freehold,Vacant,n/a,Land only,0,2.0306,"Government, citizens and rights",42,To Follow,n/a,Not Currently Available,0,Not Currently Available,n/a,To Follow,http://maps.warwickshire.gov.uk/inspire/
Warwickshire County Council,http://data.ordnancesurvey.co.uk/id/7000000000010049,30/03/2022,100071000000,1157,Hatters Space Community Centre,,Upper Abbey Street,Nuneaton,CV11 5DN,OSGB36,435750,292160,http://www.ordnancesurvey.co.uk/business-and-government/help-and-support/public-sector/guidance/derived-data-exemptions.html,Freehold,Part or Wholly let out on Leasehold or Licence,n/a,Land with a permanent building,938.06,0,Health and social care,58,To Follow,n/a,Not Currently Available,66666.47,Not Currently Available,E,To Follow,http://maps.warwickshire.gov.uk/inspire/
Warwickshire County Council,http://data.ordnancesurvey.co.uk/id/7000000000010049,30/03/2022,100071000000,1158,Etone College (Academy),,Leicester Road,Nuneaton,CV11 6AA,OSGB36,436880,292130,http://www.ordnancesurvey.co.uk/business-and-government/help-and-support/public-sector/guidance/derived-data-exemptions.html,Freehold,Part or Wholly let out on Leasehold or Licence,n/a,Land with a permanent building,9789.99,0,Education and learning,23,To Follow,n/a,Not Currently Available,1558679.73,Not Currently Available,"B, D, F",To Follow,http://maps.warwickshire.gov.uk/inspire/
Warwickshire County Council,http://data.ordnancesurvey.co.uk/id/7000000000010049,30/03/2022,100071000000,1161,Nuneaton Library & Information Centre,,Church Street,Nuneaton,CV11 4DR,OSGB36,436480,291720,http://www.ordnancesurvey.co.uk/business-and-government/help-and-support/public-sector/guidance/derived-data-exemptions.html,Freehold,Occupied by the Local Authority,n/a,Land with a permanent building,1467.59,0,Leisure and culture,72,To Follow,n/a,Not Currently Available,524160.32,Not Currently Available,B,To Follow,http://maps.warwickshire.gov.uk/inspire/
Warwickshire County Council,http://data.ordnancesurvey.co.uk/id/7000000000010049,30/03/2022,100072000000,1165,Nuneaton Gypsy Caravan Site,,Coventry Road,Nuneaton,CV10 7AX,OSGB36,436090,289300,http://www.ordnancesurvey.co.uk/business-and-government/help-and-support/public-sector/guidance/derived-data-exemptions.html,Freehold,Part or Wholly let out on Leasehold or Licence,n/a,Land with a permanent building,987.46,0,Housing,66,To Follow,n/a,Not Currently Available,0,Not Currently Available,n/a,To Follow,http://maps.warwickshire.gov.uk/inspire/
Warwickshire County Council,http://data.ordnancesurvey.co.uk/id/7000000000010049,30/03/2022,100071000000,1173,Land at Former Nuneaton Magistrates Courts,,Vicarage Street,Nuneaton,CV11 4DW,OSGB36,436510,291760,http://www.ordnancesurvey.co.uk/business-and-government/help-and-support/public-sector/guidance/derived-data-exemptions.html,Freehold,Occupied by the Local Authority,n/a,Land only,0,0.2231,"Government, citizens and rights",42,To Follow,n/a,Not Currently Available,0,Not Currently Available,n/a,To Follow,http://maps.warwickshire.gov.uk/inspire/
Warwickshire County Council,http://data.ordnancesurvey.co.uk/id/7000000000010049,30/03/2022,100071000000,1184,Nuneaton Fire Station,,Newtown Road,Nuneaton,CV11 4HR,OSGB36,436070,292080,http://www.ordnancesurvey.co.uk/business-and-government/help-and-support/public-sector/guidance/derived-data-exemptions.html,Freehold,Occupied by the Local Authority,n/a,Land with a permanent building,1788.3,0,Community safety,16,To Follow,n/a,Not Currently Available,336783.11,Not Currently Available,D,To Follow,http://maps.warwickshire.gov.uk/inspire/
Warwickshire County Council,http://data.ordnancesurvey.co.uk/id/7000000000010049,30/03/2022,10007779137,1188,The Hilary Road Centre,,Hilary Road,Nuneaton,CV10 9AD,OSGB36,434500,292150,http://www.ordnancesurvey.co.uk/business-and-government/help-and-support/public-sector/guidance/derived-data-exemptions.html,Freehold,Occupied by the Local Authority,n/a,Land with a permanent building,1081.92,0,"Government, citizens and rights",42,To Follow,n/a,Not Currently Available,135013.87,Not Currently Available,C,To Follow,http://maps.warwickshire.gov.uk/inspire/
Warwickshire County Council,http://data.ordnancesurvey.co.uk/id/7000000000010049,30/03/2022,10000230633,1198,Ramsden Complex Needs Centre,,School Walk,Nuneaton,CV11 4PJ,OSGB36,437170,290920,http://www.ordnancesurvey.co.uk/business-and-government/help-and-support/public-sector/guidance/derived-data-exemptions.html,Freehold,Occupied by the Local Authority,n/a,Land with a permanent building,622.72,0,Health and social care,58,To Follow,n/a,Not Currently Available,76812.66,Not Currently Available,F,To Follow,http://maps.warwickshire.gov.uk/inspire/
Warwickshire County Council,http://data.ordnancesurvey.co.uk/id/7000000000010049,30/03/2022,10000230816,1199,Nuneaton Signs,5a,Kelsey Close,Nuneaton,CV11 6RS,OSGB36,437345,291174,http://www.ordnancesurvey.co.uk/business-and-government/help-and-support/public-sector/guidance/derived-data-exemptions.html,Freehold,Occupied by the Local Authority,n/a,Land with a permanent building,2187.55,0,Transport and highways,105,To Follow,n/a,Not Currently Available,87181.17,Not Currently Available,n/a,To Follow,http://maps.warwickshire.gov.uk/inspire/
Warwickshire County Council,http://data.ordnancesurvey.co.uk/id/7000000000010049,30/03/2022,10000229478,1228,Nuneaton Register Office Riversley Park,,Coton Road,Nuneaton,CV11 5HA,OSGB36,436330,291530,http://www.ordnancesurvey.co.uk/business-and-government/help-and-support/public-sector/guidance/derived-data-exemptions.html,Leasehold,Occupied by the Local Authority,n/a,Land with a permanent building,196.8,0,"Government, citizens and rights",42,To Follow,n/a,Not Currently Available,81313.9,Not Currently Available,n/a,To Follow,http://maps.warwickshire.gov.uk/inspire/
Warwickshire County Council,http://data.ordnancesurvey.co.uk/id/7000000000010049,30/03/2022,10001172008,2001,Nursery Hill Primary School,,Ansley Common,Nuneaton,CV10 0PY,OSGB36,431200,293620,http://www.ordnancesurvey.co.uk/business-and-government/help-and-support/public-sector/guidance/derived-data-exemptions.html,Freehold,Occupied by the Local Authority,n/a,Land with a permanent building,1136.73,0,Education and learning,23,To Follow,n/a,Not Currently Available,204992.21,Not Currently Available,E,To Follow,http://maps.warwickshire.gov.uk/inspire/
Warwickshire County Council,http://data.ordnancesurvey.co.uk/id/7000000000010049,30/03/2022,0,2004,Oldbury Cutting Chipping Store,,Oldbury Road,Mancetter,n/a,OSGB36,430550,294110,http://www.ordnancesurvey.co.uk/business-and-government/help-and-support/public-sector/guidance/derived-data-exemptions.html,Freehold,Occupied by the Local Authority,n/a,Land only,0,0.9289,Transport and highways,105,To Follow,n/a,Not Currently Available,0,Not Currently Available,n/a,To Follow,http://maps.warwickshire.gov.uk/inspire/
Warwickshire County Council,http://data.ordnancesurvey.co.uk/id/7000000000010049,30/03/2022,10001172015,2005,Arley Primary School,,Gun Hill,Arley,CV7 8HB,OSGB36,429450,289720,http://www.ordnancesurvey.co.uk/business-and-government/help-and-support/public-sector/guidance/derived-data-exemptions.html,Freehold,Occupied by the Local Authority,n/a,Land with a permanent building,1913.65,0,Education and learning,23,To Follow,n/a,Not Currently Available,401800.73,Not Currently Available,"D, E",To Follow,http://maps.warwickshire.gov.uk/inspire/
Warwickshire County Council,http://data.ordnancesurvey.co.uk/id/7000000000010049,30/03/2022,100072000000,2006,ARC School (Former Herbert Fowler Junior School),,Ansley Lane,Arley,CV7 8NU,OSGB36,428600,290700,http://www.ordnancesurvey.co.uk/business-and-government/help-and-support/public-sector/guidance/derived-data-exemptions.html,Freehold,Part or Wholly let out on Leasehold or Licence,n/a,Land with a permanent building,1531.84,0,"Licences, permits and permissions",82,To Follow,n/a,Not Currently Available,282378.51,Not Currently Available,E,To Follow,http://maps.warwickshire.gov.uk/inspire/
Warwickshire County Council,http://data.ordnancesurvey.co.uk/id/7000000000010049,30/03/2022,100072000000,2010,Queen Elizabeth School & Sports College (Academy),,Long Street,Atherstone,CV9 1AE,OSGB36,431300,297630,http://www.ordnancesurvey.co.uk/business-and-government/help-and-support/public-sector/guidance/derived-data-exemptions.html,Other,Vested in Trustees,n/a,Land with a permanent building,4062.43,0,Education and learning,23,To Follow,n/a,Not Currently Available,1260963.78,Not Currently Available,C,To Follow,http://maps.warwickshire.gov.uk/inspire/
Warwickshire County Council,http://data.ordnancesurvey.co.uk/id/7000000000010049,30/03/2022,100071000000,2011,Queen Elizabeth School & Sports College (Academy),,Witherley Road,Atherstone,CV9 1LZ,OSGB36,431740,297490,http://www.ordnancesurvey.co.uk/business-and-government/help-and-support/public-sector/guidance/derived-data-exemptions.html,Other,Vested in Trustees,n/a,Land with a permanent building,124.2,0,Education and learning,23,To Follow,n/a,Not Currently Available,1526029.4,Not Currently Available,E,To Follow,http://maps.warwickshire.gov.uk/inspire/
Warwickshire County Council,http://data.ordnancesurvey.co.uk/id/7000000000010049,30/03/2022,100071000000,2012,Outwoods Primary School (Former Oakfield Junior),,Southlands,Atherstone,CV9 1EH,OSGB36,431110,297300,http://www.ordnancesurvey.co.uk/business-and-government/help-and-support/public-sector/guidance/derived-data-exemptions.html,Freehold,Occupied by the Local Authority,n/a,Land with a permanent building,1722.68,0,Education and learning,23,To Follow,n/a,Not Currently Available,497161.06,Not Currently Available,D,To Follow,http://maps.warwickshire.gov.uk/inspire/
