unique_property_reference_number,unique_asset_id,name_of_building_land_or_both,street_number_or_numbers,street_name,postal_town,uk_postcode,easting,northing,tenure,tenure_characteristics,land_only,size_of_asset,size_units,effective_service_delivery_government_services_function,reason_for_holding_asset,localism_act,total_building_operation_costs,required_maintenance_costs,suitability_rating,energy_performance_dec_rating
1.00072E+11,5032,St Nicholas CE Primary School,,The Blundells,Kenilworth,CV8 2PE,429010,272130,Freehold,Occupied by the Local Authority,Land with a permanent building,2836.57,Sq.m,Education and learning,To Follow,n/a,Not Currently Available,562302.95,Not Currently Available,D
1.00071E+11,5033,Thorns Community Infant School,,Blackthorn Road,Kenilworth,CV8 2DS,429530,271540,Freehold,Part or Wholly let out on Leasehold or Licence,Land with a permanent building,1402.44,Sq.m,Education and learning,To Follow,n/a,Not Currently Available,339911.8,Not Currently Available,E
1.00071E+11,5034,Kenilworth Nursery School & EYTC,,Bertie Road,Kenilworth,CV8 1JP,429020,271690,Freehold,Occupied by the Local Authority,Land with a permanent building,597.95,Sq.m,Education and learning,To Follow,n/a,Not Currently Available,83180.62,Not Currently Available,D
1.00071E+11,5036,Burton Green CE Primary School (Academy),,Hob Lane,"Burton Green, Kenilworth",CV8 1QB,426720,275360,Freehold,Part or Wholly let out on Leasehold or Licence,Land with a permanent building,624.96,Sq.m,Education and learning,To Follow,n/a,Not Currently Available,108276.67,Not Currently Available,E
1.00071E+11,5037,Clinton Primary School,,Caesar Road,Kenilworth,CV8 1DL,428220,271250,Freehold,Occupied by the Local Authority,Land with a permanent building,1435.46,Sq.m,Education and learning,To Follow,n/a,Not Currently Available,281887.17,Not Currently Available,E
1.00072E+11,5039,"St John's Primary School, Nursery & Children's Ctr",,Mortimer Road,Kenilworth,CV8 1FS,428680,270960,Freehold,Occupied by the Local Authority,Land with a permanent building,2209.89,Sq.m,Education and learning,To Follow,n/a,Not Currently Available,258796.26,Not Currently Available,D
1.00072E+11,5041,St Augustine's Catholic Primary School,,Hollis Lane,Kenilworth,CV8 2JY,428382,273184,Other,Vested in Trustees,Land with a permanent building,1276.19,Sq.m,Education and learning,To Follow,n/a,Not Currently Available,103769.33,Not Currently Available,E
1.00072E+11,5042,Kenilworth Library & Information Centre,11,Smalley Place,Kenilworth,CV8 1QG,428670,271770,Freehold,Part or Wholly let out on Leasehold or Licence,Land with a permanent building,944.7,Sq.m,Leisure and culture,To Follow,n/a,Not Currently Available,89876.15,Not Currently Available,C
1.00072E+11,5043,Cherry Orchard Household Waste Recycling Centre,,Pipers Lane,Kenilworth,CV8 2BL,429410,272110,Freehold,Part or Wholly let out on Leasehold or Licence,Land with a permanent building,39.78,Sq.m,Environmental protection,To Follow,n/a,Not Currently Available,15487.97,Not Currently Available,n/a
n/a,5045,Cherry Orchard Open Space,,Whitemoor Road,Kenilworth,n/a,429530,272200,Freehold,Occupied by the Local Authority,Land only,4.5937,Hectares,"Government, citizens and rights",To Follow,n/a,Not Currently Available,0,Not Currently Available,n/a
1.00071E+11,5058,Kenilworth Fire Station,,School Lane,Kenilworth,CV8 2GU,428860,272320,Freehold,Occupied by the Local Authority,Land with a permanent building,268.55,Sq.m,Community safety,To Follow,n/a,Not Currently Available,26995.72,Not Currently Available,n/a
1.00072E+11,5060,Waverley Centre,65,Waverley Road,Kenilworth,CV8 1JL,429069,271421,Freehold,Occupied by the Local Authority,Land with a permanent building,569,Sq.m,Health and social care,To Follow,n/a,Not Currently Available,87881.12,Not Currently Available,n/a
10013183955,5064,Kenilworth Roadway Arches,,Park Hill,Kenilworth,CV8 2JF,429321,272512,Freehold,Part or Wholly let out on Leasehold or Licence,Land with a permanent building,0,Sq.m,Business and employment,To Follow,n/a,Not Currently Available,0,Not Currently Available,n/a
n/a,5065,Kenilworth The Greenway,,Former Kenilworth-Berkswell,"Railway Line, Coventry Road, Kenilworth",n/a,426908,275892,Freehold,Part or Wholly let out on Leasehold or Licence,Land only,11.4215,Hectares,Environmental protection,To Follow,n/a,Not Currently Available,0,Not Currently Available,n/a
1.00071E+11,5066,Lapworth CE Primary School,,Station Lane,"Lapworth, Solihull",B94 6LT,418900,271210,Freehold,Part or Wholly let out on Leasehold or Licence,Land with a permanent building,1410.11,Sq.m,Education and learning,To Follow,n/a,Not Currently Available,78389.4,Not Currently Available,D
10023406737,5070,Warwickshire Justice Centre,,Newbold Terrace,Leamington Spa,CV32 4EL,431970,265680,Leasehold,Occupied by the Local Authority,Land with a permanent building,0,Sq.m,"Government, citizens and rights",To Follow,n/a,Not Currently Available,0,Not Currently Available,n/a
1.00072E+11,5073,Milverton Primary School,,Greatheed Road,Leamington Spa,CV32 6ES,431280,266500,Freehold,Occupied by the Local Authority,Land with a permanent building,2583.74,Sq.m,Education and learning,To Follow,n/a,Not Currently Available,630351.87,Not Currently Available,"D, E"
10023405718,5074,North Leamington School (Academy),,Sandy Lane,"Blackdown, Leamington Spa",CV32 6RD,432130,268050,Freehold,Part or Wholly let out on Leasehold or Licence,Land with a permanent building,15285.8,Sq.m,Education and learning,To Follow,n/a,Not Currently Available,0,Not Currently Available,"C, E"
1.00072E+11,5079,Campion School (Academy),,Sydenham Drive,Leamington Spa,CV31 1QH,433030,264230,Freehold,Part or Wholly let out on Leasehold or Licence,Land with a permanent building,8362.95,Sq.m,Education and learning,To Follow,n/a,Not Currently Available,1048792.46,Not Currently Available,"B, D, E"
n/a,5080,Campion School (Academy) - Youth Wing,,Campion School,"Sydenham Drive, Leamington Spa",CV31 1QH,433060,264210,Freehold,Occupied by the Local Authority,Land with a permanent building,326.71,Sq.m,Education and learning,To Follow,n/a,Not Currently Available,218411.54,Not Currently Available,n/a
10000206887,5081,The SYDNI Centre (Leamington Spa),,Cottage Square,Leamington Spa,CV31 1PT,433210,264910,Freehold,Part or Wholly let out on Leasehold or Licence,Land with a permanent building,945.71,Sq.m,"Licences, permits and permissions",To Follow,n/a,Not Currently Available,0,Not Currently Available,n/a
1.00072E+11,5085,Telford Infant School,,Kelvin Road,"Lillington, Leamington Spa",CV32 7TE,433010,268290,Freehold,Part or Wholly let out on Leasehold or Licence,Land with a permanent building,1396.18,Sq.m,Education and learning,To Follow,n/a,Not Currently Available,125215.76,Not Currently Available,E
1.00072E+11,5086,Telford Junior School,,Kelvin Road,"Lillington, Leamington Spa",CV32 7HP,432970,268240,Freehold,Occupied by the Local Authority,Land with a permanent building,1948.14,Sq.m,Education and learning,To Follow,n/a,Not Currently Available,597609.62,Not Currently Available,D
1.00072E+11,5087,Kingsway Community Primary School (Academy),,Baker Avenue,"Queensway, Leamington Spa",CV31 3HB,431600,264580,Freehold,Part or Wholly let out on Leasehold or Licence,Land with a permanent building,2592.53,Sq.m,Education and learning,To Follow,n/a,Not Currently Available,528008.07,Not Currently Available,D
1.00072E+11,5088,St Patrick's Catholic Primary School,,Cashmore Avenue,Leamington Spa,CV31 3EU,431680,264490,Freehold,Occupied by the Local Authority,Land with a permanent building,1431.86,Sq.m,Education and learning,To Follow,n/a,Not Currently Available,281821.55,Not Currently Available,D
1.00071E+11,5089,Sydenham Primary School,,Calder Walk,"Sydenham, Leamington Spa",CV31 1SA,433250,264630,Freehold,Part or Wholly let out on Leasehold or Licence,Land with a permanent building,3256.49,Sq.m,Education and learning,To Follow,n/a,Not Currently Available,781363.35,Not Currently Available,C
1.00072E+11,5090,St Paul's CE Primary School,,Upper Holly Walk,Leamington Spa,CV32 4JZ,432770,266130,Freehold,Occupied by the Local Authority,Land with a permanent building,2200.81,Sq.m,Education and learning,To Follow,n/a,Not Currently Available,644426.84,Not Currently Available,D
1.00072E+11,5092,Whitnash Nursery School (Maintained),,Nursery Lane,Leamington Spa,CV31 2PW,432520,264170,Freehold,Occupied by the Local Authority,Land with a permanent building,429.08,Sq.m,Education and learning,To Follow,n/a,Not Currently Available,138229.91,Not Currently Available,E
1.00072E+11,5094,Trinity Catholic School (Academy),,Guys Cliffe Avenue,Leamington Spa,CV32 6NB,430650,266530,Freehold,Part or Wholly let out on Leasehold or Licence,Land with a permanent building,12060.66,Sq.m,Education and learning,To Follow,n/a,Not Currently Available,1373994.51,Not Currently Available,D
2.00002E+11,5096,Shrubland Street Community Primary School,,Shrubland Street,Leamington Spa,CV31 2AR,432300,264640,Freehold,Occupied by the Local Authority,Land with a permanent building,1564.13,Sq.m,Education and learning,To Follow,n/a,Not Currently Available,429803.59,Not Currently Available,C
1.00072E+11,5097,Pound Lane Training Centre,,Pound Lane,"Lillington, Leamington Spa",CV32 7RT,432400,267050,Freehold,Occupied by the Local Authority,Land with a permanent building,1393.03,Sq.m,Health and social care,To Follow,n/a,Not Currently Available,269036.37,Not Currently Available,D
1.00071E+11,5098,St Anthony's Catholic Primary School,,Sydenham Drive,Leamington Spa,CV31 1NJ,433020,265180,Freehold,Occupied by the Local Authority,Land with a permanent building,1446.79,Sq.m,Education and learning,To Follow,n/a,Not Currently Available,210801.58,Not Currently Available,C
1.00071E+11,5100,Brookhurst Primary School,,Ullswater Avenue,Leamington Spa,CV32 6NH,430470,266430,Freehold,Part or Wholly let out on Leasehold or Licence,Land with a permanent building,2166.03,Sq.m,Education and learning,To Follow,n/a,Not Currently Available,317646.07,Not Currently Available,D
1.00072E+11,5101,Clapham Terrace Community Primary School,,Clapham Terrace,Leamington Spa,CV31 1HZ,432530,265030,Freehold,Occupied by the Local Authority,Land with a permanent building,1617.34,Sq.m,Education and learning,To Follow,n/a,Not Currently Available,524492.81,Not Currently Available,D
10090528135,5103,The Fordsfield Complex Needs Centre,,Bury Road,Leamington Spa,CV31 3HW,431280,265090,Freehold,Occupied by the Local Authority,Land with a permanent building,635.24,Sq.m,Health and social care,To Follow,n/a,Not Currently Available,160519.24,Not Currently Available,E
1.00072E+11,5104,St Peter's Catholic Primary School,17,Augusta Place,Leamington Spa,CV32 5EL,431630,265810,Other,Vested in Trustees,Land with a permanent building,835.04,Sq.m,Education and learning,To Follow,n/a,Not Currently Available,151854.21,Not Currently Available,D
10013183683,5105,Lillington Youth Club,,Mason Avenue,"Lillington, Leamington Spa",CV32 7QE,433030,267140,Freehold,Part or Wholly let out on Leasehold or Licence,Land with a permanent building,525.39,Sq.m,Education and learning,To Follow,n/a,Not Currently Available,144160.73,Not Currently Available,n/a
10013181978,5106,Leamington STEPS - 43 Rugby Road,Withheld,Withheld,Withheld,CV32,0,0,Freehold,Vacant,Land with a permanent building,138.98,Sq.m,"Government, citizens and rights",To Follow,n/a,Not Currently Available,19941.03,Not Currently Available,n/a
1.00072E+11,5109,Brunswick Enterprise Hub Shrubland Street,,Shrubland Street,Leamington Spa,CV31 3BD,432150,264600,Freehold,Part or Wholly let out on Leasehold or Licence,Land with a permanent building,228.28,Sq.m,"Licences, permits and permissions",To Follow,n/a,Not Currently Available,0,Not Currently Available,n/a
1.00072E+11,5110,Lillington Library & Information Centre,,Valley Road,"Lillington, Leamington Spa",CV32 7SJ,432990,267170,Freehold,Part or Wholly let out on Leasehold or Licence,Land with a permanent building,488.02,Sq.m,Leisure and culture,To Follow,n/a,Not Currently Available,110246.06,Not Currently Available,D
1.00072E+11,5111,Leamington Household Waste Recycling Centre,,Princes Drive,"Edmondscote, Leamington Spa",CV31 3PH,430918,265360,Freehold,Part or Wholly let out on Leasehold or Licence,Land with a permanent building,791.95,Sq.m,Environmental protection,To Follow,n/a,Not Currently Available,389259.57,Not Currently Available,n/a
1.00071E+11,5124,Fire & Rescue Service Headquarters,,Warwick Street,Leamington Spa,CV32 5LH,431440,266000,Freehold,Part or Wholly let out on Leasehold or Licence,Land with a permanent building,3704.04,Sq.m,Community safety,To Follow,n/a,Not Currently Available,537556.64,Not Currently Available,C
1.0007E+11,5133,49 Rugby Road (Group Home),Withheld,Withheld,Withheld,CV32,0,0,Freehold,Vacant,Land with a permanent building,131.98,Sq.m,"Government, citizens and rights",To Follow,n/a,Not Currently Available,9234.88,Not Currently Available,n/a
1.00072E+11,5136,Holly Walk House,Withheld,Withheld,Withheld,CV32,0,0,Freehold,Vacant,Land with a permanent building,831.93,Sq.m,"Government, citizens and rights",To Follow,n/a,Not Currently Available,130222.14,Not Currently Available,C
10013183304,5143,Cubbington Road Car Park,,Cubbington Road,"Lillington, Leamington Spa",CV32 7AG,432682,267318,Freehold,Occupied by the Local Authority,Land only,0.0205,Hectares,Transport and highways,To Follow,n/a,Not Currently Available,0,Not Currently Available,n/a
n/a,5168,Offchurch The Greenway,,Disused Railway Cutting,"Welsh Road, Offchurch",n/a,435650,265030,Freehold,Occupied by the Local Authority,Land only,8.3247,Hectares,Environmental protection,To Follow,n/a,Not Currently Available,0,Not Currently Available,n/a
1.00072E+11,5169,Radford Semele CE Primary School,,School Lane,"Radford Semele, Leamington Spa",CV31 1TQ,434230,264480,Freehold,Part or Wholly let out on Leasehold or Licence,Land with a permanent building,1431.25,Sq.m,Education and learning,To Follow,n/a,Not Currently Available,183530.74,Not Currently Available,D
10013180778,5172,Highfields Farm,,Back Lane,"Rowington, Warwick",CV35 7BD,420100,267700,Freehold,Part or Wholly let out on a Leasehold or Licence,Land with a permanent building,2129.41,Sq.m,Environmental protection,To Follow,n/a,Not Currently Available,34557.33,Not Currently Available,n/a
10013182836,5178,Cape Road Car Park (Front Part),,Cape Road,"The Cape, Warwick",CV34 4JP,428100,265240,Freehold,Occupied by the Local Authority,Land only,0.5006,Hectares,Transport and highways,To Follow,n/a,Not Currently Available,0,Not Currently Available,n/a
10014036534,5182,Myton Sports Ground and Pavillion,,Myton Road,Warwick,CV34 6PS,429750,265100,Freehold,Part or Wholly let out on Leasehold or Licence,Land with a permanent building,205.35,Sq.m,Leisure and culture,To Follow,n/a,Not Currently Available,39528.24,Not Currently Available,n/a
10013180510,5187,Shire Hall Complex,,Market Place,Warwick,CV34 4RL,428120,265050,Freehold,Part or Wholly let out on Leasehold or Licence,Land with a permanent building,14654.94,Sq.m,"Government, citizens and rights",To Follow,n/a,Not Currently Available,3930410.18,Not Currently Available,E
1.00072E+11,5188,The Abbotsford (Basement only),,Barrack Street,Warwick,CV34 4TH,428020,265020,Freehold,Part or Wholly let out on Leasehold or Licence,Land with a permanent building,93.09,Sq.m,"Government, citizens and rights",To Follow,n/a,Not Currently Available,15845.47,Not Currently Available,n/a
1.00072E+11,5190,Former Judges House,07-Sep,Northgate Street,Warwick,CV34 4SP,428140,265010,Freehold,Part or Wholly let out on Leasehold or Licence,Land with a permanent building,962.96,Sq.m,"Licences, permits and permissions",To Follow,n/a,Not Currently Available,296810.79,Not Currently Available,E
10000208011,5196,Northgate House Conference Centre,,Northgate,Warwick,CV34 4JL,428110,265160,Freehold,Occupied by the Local Authority,Land with a permanent building,1025.05,Sq.m,"Government, citizens and rights",To Follow,n/a,Not Currently Available,303062.41,Not Currently Available,E
1.00072E+11,5197,Barrack Street Offices & Carpark,,Barrack Street,Warwick,CV34 4TH,428030,265090,Freehold,Part or Wholly let out on Leasehold or Licence,Land with a permanent building,5766,Sq.m,"Government, citizens and rights",To Follow,n/a,Not Currently Available,1684772.29,Not Currently Available,D
n/a,5209,Land at Myton Grange Pool & Woodland (Warwick),,Ward Grove,"Myton, Warwick",CV34 6QJ,429943,265207,Freehold,Part or Wholly let out on a Leasehold or Licence,Land only,0.9387,Hectares,Environmental protection,To Follow,n/a,Not Currently Available,0,Not Currently Available,n/a
n/a,5210,Land at Myton Grange Spinney,,Myton Lane,"Myton, Warwick",CV34 6PT,430011,264977,Freehold,Occupied by the Local Authority,Land only,0.2066,Hectares,"Government, citizens and rights",To Follow,Yes,Not Currently Available,0,Not Currently Available,n/a
10013184069,5211,Guys Cliffe Estate,,Coventry Road,"Guys Cliffe, Warwick",CV34 5YD,429369,266631,Freehold,Part or Wholly let out on a Leasehold or Licence,Land with a permanent building,791.11,Sq.m,Environmental protection,To Follow,n/a,Not Currently Available,65021,Not Currently Available,n/a
n/a,5218,Land At Stratford Road,,Stratford Road,Warwick,n/a,427310,263280,Freehold,Part or Wholly let out on Leasehold or Licence,Land only,0.2091,Hectares,"Government, citizens and rights",To Follow,n/a,Not Currently Available,0,Not Currently Available,n/a
1.00072E+11,5219,Land at Europa Way (Retained Land for Highways),,Gallows Hill,Warwick,CV34 6SJ,430203,263684,Freehold,Occupied by the Local Authority,Land only,0.9814,Hectares,"Government, citizens and rights",To Follow,n/a,Not Currently Available,0,Not Currently Available,n/a
n/a,5223,Land At Heathcote Industrial Estate,,Heathcote Road,Warwick,n/a,430726,264167,Freehold,Occupied by the Local Authority,Land only,2.3352,Hectares,"Government, citizens and rights",To Follow,n/a,Not Currently Available,0,Not Currently Available,n/a
n/a,5224,Warwick Land At Warwick Innovation Centre,,Heathcote Lane,Warwick,CV34 6SP,429853,264224,Freehold,Part or Wholly let out on Leasehold or Licence,Land only,2.3195,Hectares,Business and employment,To Follow,n/a,Not Currently Available,0,Not Currently Available,n/a
1.00072E+11,5226,Newburgh Primary School,,Kipling Avenue,Warwick,CV34 6LD,427300,263860,Freehold,Part or Wholly let out on Leasehold or Licence,Land with a permanent building,2862.63,Sq.m,Education and learning,To Follow,n/a,Not Currently Available,633234.27,Not Currently Available,D
10013184271,5228,Woodloes Community Primary School (Academy),,Deansway,"Woodloes Park, Warwick",CV34 5DF,428130,266260,Freehold,Part or Wholly let out on Leasehold or Licence,Land with a permanent building,2920.16,Sq.m,Education and learning,To Follow,n/a,Not Currently Available,154871.98,Not Currently Available,C
1.00071E+11,5229,Emscote Infant School,,All Saints Road,Warwick,CV34 5NH,429610,265680,Freehold,Occupied by the Local Authority,Land with a permanent building,1457.78,Sq.m,Education and learning,To Follow,n/a,Not Currently Available,238507.6,Not Currently Available,C
1.00072E+11,5230,All Saints C. of E. Junior School,,Nelson Avenue,Warwick,CV34 5LY,429300,266040,Freehold,Occupied by the Local Authority,Land with a permanent building,1575.82,Sq.m,Education and learning,To Follow,n/a,Not Currently Available,418268.16,Not Currently Available,D
1.00072E+11,5231,Warwick Nursery School (Maint),,Coventry Road,Warwick,CV34 4LJ,428610,265270,Freehold,Occupied by the Local Authority,Land with a permanent building,424.1,Sq.m,Education and learning,To Follow,n/a,Not Currently Available,82495.61,Not Currently Available,"B, D"
1.00071E+11,5233,Myton School A Specialist Science College &,,Myton Road,Warwick,CV34 6PJ,429770,264670,Other,Vested in Trustees,Land with a permanent building,15085.91,Sq.m,Education and learning,To Follow,n/a,Not Currently Available,1433205.92,Not Currently Available,"C, E"
1.00072E+11,5234,Aylesford School & Sixth Form College (Academy),,Tapping Way,Warwick,CV34 6XR,427340,263600,Freehold,Part or Wholly let out on Leasehold or Licence,Land with a permanent building,11966.4,Sq.m,Education and learning,To Follow,n/a,Not Currently Available,2189222.45,Not Currently Available,"B, D"
10014037007,5236,Evergreen School (Round Oak Site),,Brittain Lane,Warwick,CV34 6DX,430190,264710,Freehold,Occupied by the Local Authority,Land with a permanent building,3721.62,Sq.m,Education and learning,To Follow,n/a,Not Currently Available,980901.73,Not Currently Available,D
1.00071E+11,5239,Westgate Primary School,,Bowling Green Street,Warwick,CV34 4DD,427950,264750,Freehold,Part or Wholly let out on Leasehold or Licence,Land with a permanent building,1460.96,Sq.m,Education and learning,To Follow,n/a,Not Currently Available,354284.83,Not Currently Available,D
1.00072E+11,5241,St Mary Immaculate Catholic Primary School,,Wathen Road,Warwick,CV34 5BG,428350,265560,Freehold,Occupied by the Local Authority,Land with a permanent building,1252.45,Sq.m,Education and learning,To Follow,n/a,Not Currently Available,242079.3,Not Currently Available,D
1.00072E+11,5242,Warwick Youth Centre,71,Coten End,Warwick,CV34 4NU,428970,265310,Freehold,Part or Wholly let out on Leasehold or Licence,Land with a permanent building,633.68,Sq.m,Education and learning,To Follow,n/a,Not Currently Available,130151.47,Not Currently Available,n/a
1.00072E+11,5245,The Old Clink,,The Holloway,Warwick,CV34 4SJ,427975,264990,Leasehold,Occupied by the Local Authority,Land with a permanent building,370.3,Sq.m,"Government, citizens and rights",To Follow,n/a,Not Currently Available,24757.23,Not Currently Available,n/a
1.00072E+11,5247,St John's House Museum,,St Johns,Warwick,CV34 4NF,428720,265080,Freehold,Part or Wholly let out on Leasehold or Licence,Land with a permanent building,1348.64,Sq.m,Leisure and culture,To Follow,n/a,Not Currently Available,198317.02,Not Currently Available,B
1.00072E+11,5248,County Museum (Market Hall),,Market Place,Warwick,CV34 4SA,428020,264930,Freehold,Occupied by the Local Authority,Land with a permanent building,834,Sq.m,Leisure and culture,To Follow,n/a,Not Currently Available,172903.11,Not Currently Available,D
10000211308,5252,County Record Office,,Cape Road,"The Cape, Warwick",CV34 4JS,428300,265300,Freehold,Occupied by the Local Authority,Land with a permanent building,1565.35,Sq.m,Leisure and culture,To Follow,n/a,Not Currently Available,228090.39,Not Currently Available,C
10000211309,5253,Priory House,,Cape Road,"The Cape, Warwick",CV34 4JS,428250,265280,Freehold,Occupied by the Local Authority,Land with a permanent building,246.69,Sq.m,"Government, citizens and rights",To Follow,n/a,Not Currently Available,90735.28,Not Currently Available,n/a
10000211310,5254,Priory Bungalow,,Cape Road,"The Cape, Warwick",CV34 4JS,428270,265280,Freehold,Occupied by the Local Authority,Land with a permanent building,77.9,Sq.m,Leisure and culture,To Follow,n/a,Not Currently Available,79581.6,Not Currently Available,n/a
10013182836,5255,Cape Road Car Park (Back Part),,Cape Road,"The Cape, Warwick",CV34 4JP,428200,265330,Freehold,Occupied by the Local Authority,Land only,0.4754,Hectares,Transport and highways,To Follow,n/a,Not Currently Available,0,Not Currently Available,n/a
1.00072E+11,5264,The Emscote Centre,,Nelson Lane,Warwick,CV34 5JB,429150,265700,Freehold,Part or Wholly let out on Leasehold or Licence,Land with a permanent building,944.56,Sq.m,"Licences, permits and permissions",To Follow,n/a,Not Currently Available,421856.71,Not Currently Available,n/a
1.00072E+11,5268,Myton Park Centre,,Myton Lane,Warwick,CV34 6PX,430200,265040,Freehold,Occupied by the Local Authority,Land with a permanent building,1782.78,Sq.m,"Government, citizens and rights",To Follow,n/a,Not Currently Available,413064.86,Not Currently Available,C
n/a,5270,Land at Myton Hamlet,,Myton Road,"Myton, Warwick",CV34 6PS,429966,264941,Freehold,Occupied by the Local Authority,Land only,0.074,Hectares,"Government, citizens and rights",To Follow,n/a,Not Currently Available,0,Not Currently Available,n/a
1.0007E+11,5273,4 Broad Street,Withheld,Withheld,Withheld,CV34,0,0,Freehold,Vacant,Land with a permanent building,180.71,Sq.m,"Government, citizens and rights",To Follow,n/a,Not Currently Available,40737.44,Not Currently Available,n/a
1.0007E+11,5274,6 Broad Street,Withheld,Withheld,Withheld,CV34,0,0,Freehold,Vacant,Land with a permanent building,166.1,Sq.m,"Government, citizens and rights",To Follow,n/a,Not Currently Available,37745.84,Not Currently Available,n/a
1.0007E+11,5275,8 Broad Street (Group Home),Withheld,Withheld,Withheld,CV34,0,0,Freehold,Vacant,Land with a permanent building,162.7,Sq.m,"Government, citizens and rights",To Follow,n/a,Not Currently Available,35445.09,Not Currently Available,n/a
1.0007E+11,5276,14 Cherry Street,Withheld,Withheld,Withheld,CV34,0,0,Freehold,Vacant,Land with a permanent building,97.9,Sq.m,"Government, citizens and rights",To Follow,n/a,Not Currently Available,14356.9,Not Currently Available,n/a
1.0007E+11,5278,23 Guy Street (Group Home),Withheld,Withheld,Withheld,CV34,0,0,Freehold,Vacant,Land with a permanent building,85.6,Sq.m,"Government, citizens and rights",To Follow,n/a,Not Currently Available,18349.04,Not Currently Available,n/a
1.00072E+11,5287,Pageant House,,Jury Street,Warwick,CV34 4EW,428270,264870,Leasehold,Occupied by the Local Authority,Land with a permanent building,113.16,Sq.m,"Government, citizens and rights",To Follow,n/a,Not Currently Available,13749.69,Not Currently Available,n/a
10013180552,5288,Glebe Farm,,Wellesbourne Road,"Wasperton, Warwick",CV35 8EE,427335,258841,Both Freehold & Leasehold,Part or Wholly let out on a Leasehold or Licence,Land with a permanent building,956.05,Sq.m,Environmental protection,To Follow,n/a,Not Currently Available,16702.56,Not Currently Available,n/a
1.00072E+11,5289,St Margaret's CE Junior School,,Coppice Road,"Whitnash, Leamington Spa",CV31 2JF,432620,263080,Freehold,Occupied by the Local Authority,Land with a permanent building,2060.73,Sq.m,Education and learning,To Follow,n/a,Not Currently Available,346036.72,Not Currently Available,D
1.00071E+11,5290,Briar Hill Infant School,,Coppice Road,"Whitnash, Leamington Spa",CV31 2JF,432640,263160,Freehold,Occupied by the Local Authority,Land with a permanent building,1551.7,Sq.m,Education and learning,To Follow,n/a,Not Currently Available,327192.38,Not Currently Available,D
1.00072E+11,5291,Whitnash Primary School,,Langley Road,"Whitnash, Leamington Spa",CV31 2EX,432420,263870,Freehold,Occupied by the Local Authority,Land with a permanent building,2187.31,Sq.m,Education and learning,To Follow,n/a,Not Currently Available,521758.27,Not Currently Available,D
1.00071E+11,5292,St Joseph's Catholic Primary School,,Rowley Road,"Whitnash, Leamington Spa",CV31 2LJ,432390,263030,Freehold,Occupied by the Local Authority,Land with a permanent building,1182.72,Sq.m,Education and learning,To Follow,n/a,Not Currently Available,299918.04,Not Currently Available,C
1.00072E+11,5293,Whitnash Library & Information Centre,,Whitmore Road,"Whitnash, Leamington Spa",CV31 2JH,432230,263410,Freehold,Occupied by the Local Authority,Land with a permanent building,264.19,Sq.m,Leisure and culture,To Follow,n/a,Not Currently Available,24864.44,Not Currently Available,C
10000208355,5298,Bridge Barn Farm (East),,Hunningham Road,"Weston Under Wetherley, Leamington Spa",CV33 9EB,436914,268456,Freehold,Part or Wholly let out on a Leasehold or Licence,Land with a permanent building,4030.6,Sq.m,Environmental protection,To Follow,n/a,Not Currently Available,16965.33,Not Currently Available,n/a
10000208357,5299,Bridge Farm (West),,Hunningham Road,"Weston Under Wetherley, Leamington Spa",CV33 9EB,436500,268502,Freehold,Part or Wholly let out on a Leasehold or Licence,Land with a permanent building,1446.25,Sq.m,Environmental protection,To Follow,n/a,Not Currently Available,1941.23,Not Currently Available,n/a
2.00002E+11,5319,Land North of Gallows Hill (Retained Dev. Land),2,Parr Close,Warwick,CV34 6SJ,430000,263950,Freehold,Occupied by the Local Authority,Land only,2.1968,Hectares,"Government, citizens and rights",To Follow,n/a,Not Currently Available,0,Not Currently Available,n/a
10014323014,6002,Marle Hall Outdoor Education Centre,,Marl Lane,Llandudno Junction,LL31 9JA,279860,378770,Freehold,Part or Wholly let out on Leasehold or Licence,Land with a permanent building,1889.75,Sq.m,Education and learning,To Follow,n/a,Not Currently Available,178078.66,Not Currently Available,D
10007775862,1016,Wheelwright Lane Primary School,,Wheelwright Lane,"Ash Green, Bedworth",CV7 9HN,433670,284240,Freehold,Occupied by the Local Authority,Land with a permanent building,1853.13,Sq.m,Education and learning,To Follow,n/a,Not Currently Available,463390.06,Not Currently Available,E
1.00072E+11,2202,Land at Grassyard Farm (Home Farm),118,Hurley Common,Hurley,CV9 2LR,424520,296443,Freehold,Part or Wholly let out on a Leasehold or Licence,Land only,46.6536,Hectares,Environmental protection,To Follow,n/a,Not Currently Available,0,Not Currently Available,n/a
10024634701,4329,Heath End Store And Workshop,Withheld,Withheld,Withheld,CV37,0,0,Freehold,Vacant,Land with a permanent building,62.97,Sq.m,"Government, citizens and rights",To Follow,n/a,Not Currently Available,0,Not Currently Available,n/a
2.00003E+11,3260,Sir Frank Whittle Business Centre,,Great Central Way,Rugby,CV21 3XH,451631,276080,Freehold,Part or Wholly let out on Leasehold or Licence,Land with a permanent building,2668.22,Sq.m,Transport and highways,To Follow,n/a,Not Currently Available,33174.1,Not Currently Available,n/a
1.00071E+11,1242,Kings House,,King Street,Bedworth,CV12 8LL,436043,286996,Leasehold,Part or Wholly let out on Leasehold or Licence,Land with a permanent building,2898.02,Sq.m,"Government, citizens and rights",To Follow,n/a,Not Currently Available,149107.56,Not Currently Available,D
